"NAME","NATURAL_NODE_NAME","DESCRIPTION","ASSOCIATED_LE","ASSOCIATED_BU","GAAP_GL_BOOK_OF_RECORD","OG_LEGACY_ERP_SOURCE","OG_LEGACY_ERP_SOURCE_DESC"
"LB_LT07","LT07","OG1134_OGTBMS_Baker Hughes US Energy Holdings LLC","LE_OG1134","BU_OGTBMS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_LT08","LT08","OG1134_OGTBMS_Baker Hughes US Energy Holdings LLC","LE_OG1134","BU_OGTBMS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_LT09","LT09","OG1134_OGTBMS_Baker Hughes US Energy Holdings LLC","LE_OG1134","BU_OGTBMS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_LT10","LT10","OG1134_OGTBMS_Baker Hughes US Energy Holdings LLC","LE_OG1134","BU_OGTBMS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_U624","U624","OG1134_OGTBMS_Baker Hughes US Energy Holdings LLC","LE_OG1134","BU_OGTBMS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_U316","U316","OG1135_OGTBMS_Limited Liability Company Baker Hughes Operations Rus","LE_OG1135","BU_OGTBMS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_U315","U315","OG1136_OGTBMS_Baker Hughes Mozambique, Limitada","LE_OG1136","BU_OGTBMS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_M490","M490","OG1157_OGMEAS_Baker Hughes Bahrain Holdings I, LLC","LE_OG1157","BU_OGMEAS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_M491","M491","OG1158_OGMEAS_Baker Hughes Bahrain Holdings II, LLC","LE_OG1158","BU_OGMEAS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_502X","502X","DRS209_OGMEAS_GE OIL & GAS INDIA PRIVATE LIMITED","LE_DRS209","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_U022","U022","PS0396_OGTBMS_Baker Hughes Products and Services, S. de R.L. de C.V.","LE_PS0396","BU_OGTBMS","GL_GL034","OE_GL034001","CCL Classic - CO Strategic"
"LB_U659","U659","OG1137_OGTBMS Baker Hughes Energy South Africa Proprietary Limited","LE_OG1137","BU_OGTBMS","GL_GLG06","OE_GLG06055","Syspro"
"LB_5040","5040","PS0286_OGMEAS_General Electric Saudi Arabia Limited","LE_PS0286","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_M502","M502","PS0286_OGMEAS_General Electric Saudi Arabia Limited","LE_PS0286","BU_OGMEAS","GL_GLG06","OE_GLG06052","Oracle PII"
"LB_M455","M455","OG1160_OGMEAS_Al-Shaheen Energy Services Limited","LE_OG1160","BU_OGMEAS","GL_GLG06","OE_GLG06022","Pipeline Solns. ERP (NOVEMBER)"
"LB_M456","M456","OG1162_OGMEAS_AL-Shaheen Energy Services LLC","LE_OG1162","BU_OGMEAS","GL_GLG06","OE_GLG06022","Pipeline Solns. ERP (NOVEMBER)"
"LB_605X","605X","DRS214_OGMEAS_MASONEILAN S.L.U.","LE_DRS214","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_U654","U654","BR2024_OGTBMS_Nuovo Pignone International S.r.l. - Kazakhstan - Branch","LE_BR2024","BU_OGTBMS","GL_GLG06","OE_GLG06009","1C_O&G"
"LB_U322","U322","PS0488_OGTBMS_New China Control Systems Limited","LE_PS0488","BU_OGTBMS","GL_GLG06","OE_GLG06MJE","MJE Source"
"LB_455D","455D","OG1168_OGMEAS_BHJV (Ghana) Limited","LE_OG1168","BU_OGMEAS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1000","1000","PS0323_OGMEAS_OS Operations, LLC","LE_PS0323","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_3140","3140","ID1035_OGMEAS_GE SENSING & INSPECTION TECHNOLOGIES GmbH - Argentina","LE_ID1035","BU_OGMEAS","GL_GLG06","OE_GLG06MJE","MJE Source"
"LB_M210","M210","IS0084_OGMEAS_Druck Holdings Limited","LE_IS0084","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_U652","U652","BR2457_OGTBMS_Nuovo Pignone Int'l S.r.l. Uzbekistan-TAX ID (ATG Project)","LE_BR2457","BU_OGTBMS","GL_GLG06","OE_GLG06009","1C_O&G"
"LB_T637","T637","BR2472_OGTBMS_Nuovo Pignone International S.r.l.- Israel - Branch","LE_BR2472","BU_OGTBMS","GL_GL034","OE_GL034001","CCL Classic - CO Strategic"
"LB_U625","U625","BR2472_OGTBMS_Nuovo Pignone International S.r.l.- Israel - Branch","LE_BR2472","BU_OGTBMS","GL_GL034","OE_GL034001","CCL Classic - CO Strategic"
"LB_S050","S050","IF1247_OGSUBS_Baker Hughes International Limited","LE_IF1247","BU_OGSUBS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_S002","S002","A01046_OGSUBS_Baker Hughes Energy Services LLC","LE_A01046","BU_OGSUBS","GL_GLG06","OE_GLG06012","Oracle Oscar"
"LB_1820","1820","IS0091_OGMEAS_Druck, LLC","LE_IS0091","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_6010","6010","IS0093_OGMEAS_Druck Limited","LE_IS0093","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_04PN","04PN","OG1198_OGMEAS_Baker Hughes PNG Operations Limited","LE_OG1198","BU_OGMEAS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_U323","U323","BR2491_OGTBMS_Nuovo Pignone Int'l S.r.l. - India (Gurgaon) - Project Office","LE_BR2491","BU_OGTBMS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_1810","1810","DRS001_OGTBMS_Dresser, LLC","LE_DRS001","BU_OGTBMS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_U327","U327","BR2495_OGTBMS_Nuovo Pignone Int'l S.r.l.- Uzbekistan - TAX ID (Tashkent)","LE_BR2495","BU_OGTBMS","GL_GLG06","OE_GLG06009","1C_O&G"
"LB_M043","M043","BR2033_OGTBMS_Dresser International Inc (South Africa)","LE_BR2033","BU_OGTBMS","GL_GLG06","OE_GLG06049","SysPro"
"LB_R333","R333","IF1793_OGSUBS GE Oil & Gas (Beijing) Co., Ltd.","LE_IF1793","BU_OGSUBS","GL_GLG06","OE_GLG06012","Oracle Oscar"
"LB_R352","R352","CP1295_OGSUBS_General Electric Gabon SARL","LE_CP1295","BU_OGSUBS","GL_GL017","OE_GL017001","Oracle Cloud - BKR Strategic"
"LB_S949","S949","IF1249_OGSUBS_Vetco Gray Egypt Ltd.","LE_IF1249","BU_OGSUBS","GL_GLG06","OE_GLG06005","Oracle Pascal"
"LB_M620","M620","OG1207_OGMEAS_P&M USA, LLC","LE_OG1207","BU_OGMEAS","GL_GLG06","OE_GLG06052","Oracle PII"
"LB_5270","5270","PS0394_OGMEAS_General Electric International (LLC)","LE_PS0394","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_M034","M034","DRS001_OGTBMS_Dresser, LLC","LE_DRS001","BU_OGTBMS","GL_GLG06","OE_GLG06011","FPT Oracle Enterprise"
"LB_U331","U331","BR2511_OGTBMS_Nuovo Pignone International S.r.l. - Yemen branch","LE_BR2511","BU_OGTBMS","GL_GLG06","OE_GLG06012","Oracle Oscar"
"LB_U660","U660","BR2520_OGTBMS_Nuovo Pignone International S.R.L. QSTP-B","LE_BR2520","BU_OGTBMS","GL_GLG06","OE_GLG06012","Oracle Oscar"
"LB_M035","M035","DRS001_OGTBMS_Dresser, LLC","LE_DRS001","BU_OGTBMS","GL_GLG06","OE_GLG06006","Avon Oracle COA1"
"LB_T771","T771","BR2604_OGTBMS_BJ Services Company Middle East Sarl, Zweigniederlassung Baden","LE_BR2604","BU_OGTBMS","GL_GL017","OE_GL017001","Oracle Cloud - BKR Strategic"
"LB_T809","T809","BR2657_OGTBMS_Nuovo Pignone International S.r.l.- Uzbekistan - TAX ID (Samantepe)","LE_BR2657","BU_OGTBMS","GL_GLG06","OE_GLG06009","1C_O&G"
"LB_5172","5172","IF1806_OGMEAS_Baker Hughes Services Egypt, LLC","LE_IF1806","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_LM10","LM10","OG1134_OGMEAS_Baker Hughes US Energy Holdings LLC","LE_OG1134","BU_OGMEAS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_LM11","LM11","OG1134_OGMEAS_Baker Hughes US Energy Holdings LLC","LE_OG1134","BU_OGMEAS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_M615","M615","OG1134_OGMEAS_Baker Hughes US Energy Holdings LLC","LE_OG1134","BU_OGMEAS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_M435","M435","I10234_OGMEAS_Nuovo Pignone International S.r.l.","LE_I10234","BU_OGMEAS","GL_GLG06","OE_GLG06012","Oracle Oscar"
"LB_607X","607X","BR2031_OGMEAS_Nuovo Pignone SpA Austria Branch Zweigniederlassung Osterreich","LE_BR2031","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_615X","615X","PS0002_OGMEAS_Nuovo Pignone International S.r.l. - Algeria - Common Tax Regime","LE_PS0002","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_999F","999F","CP0111_OGMEAS_GE Consolidation/Elimination- PLACEHOLDER-NON LEGAL ENTITY","LE_CP0111","BU_OGMEAS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_324D","324D","BH3240_OGMEAS_Baker Hughes de Mexico, S. de R.L. de C.V.","LE_BH3240","BU_OGMEAS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_325D","325D","BH3255_OGMEAS_Baker Hughes Operations Mexico, S. de R.L. de C.V.","LE_BH3255","BU_OGMEAS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_S150","S150","IF1841_OGSUBS_Nuovo Pignone S.r.l.","LE_IF1841","BU_OGSUBS","GL_GLG06","OE_GLG06012","Oracle Oscar"
"LB_S644","S644","IF1845_OGSUBS_GE Oil & Gas Middle East Ltd. Branch in Chad","LE_IF1845","BU_OGSUBS","GL_GLG06","OE_GLG06013","Syteline"
"LB_R275","R275","IF1921_OGSUBS_Best Solutions Trading and Services for Oil & Gas Equip, LLC","LE_IF1921","BU_OGSUBS","GL_GL034","OE_GL034001","CCL Classic - CO Strategic"
"LB_R345","R345","IF1645_OGSUBS_Vetco Gray Denmark, Filial Af Det Norske Selskab Vetco Gray AS","LE_IF1645","BU_OGSUBS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_S008","S008","CP0111_OGSUBS_GE Consolidation/Elimination- PLACEHOLDER-NON LEGAL ENTITY","LE_CP0111","BU_OGSUBS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_S037","S037","IF1235_OGSUBS_Baker Hughes Energy Technology do Brasil Limitada","LE_IF1235","BU_OGSUBS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_S038","S038","IF1235_OGSUBS_Baker Hughes Energy Technology do Brasil Limitada","LE_IF1235","BU_OGSUBS","GL_GLG06","OE_GLG06005","Oracle Pascal"
"LB_R069","R069","IF1236_OGSUBS_Vetco Gray Trinidad Limited","LE_IF1236","BU_OGSUBS","GL_GL034","OE_GL034001","CCL Classic - CO Strategic"
"LB_1830","1830","PS0153_OGMEAS Panametrics LLC","LE_PS0153","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_M616","M616","I10347_OGMEAS_Baker Hughes Energy Europe B.V.","LE_I10347","BU_OGMEAS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_YSY0","YSY0","IF1808_OGMEAS_GE Oil & Gas ESP de Ecuador S.A.","LE_IF1808","BU_OGMEAS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_112M","112M","IF1842_OGMEAS_Nuovo Pignone International S.r.l. - Sucursal del Peru","LE_IF1842","BU_OGMEAS","GL_GLG06","OE_GLG06012","Oracle Oscar"
"LB_M619","M619","CP1479_OGMEAS_Avitas Systems, Inc.","LE_CP1479","BU_OGMEAS","GL_GLG06","OE_GLG06MJE","MJE Source"
"LB_5170","5170","PS0004_OGMEAS_Nuovo Pignone International S.r.l - Egypt - Branch","LE_PS0004","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_7140","7140","IS0096_OGMEAS_GE Inspection & Control Technologies (Shanghai) Co., Ltd","LE_IS0096","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_999G","999G","CP0111_OGMEAS_GE Consolidation/Elimination- PLACEHOLDER-NON LEGAL ENTITY","LE_CP0111","BU_OGMEAS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_M006","M006","CP0111_OGMEAS_GE Consolidation/Elimination- PLACEHOLDER-NON LEGAL ENTITY","LE_CP0111","BU_OGMEAS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_339D","339D","BH3390_OGMEAS_BJ Services Company Mexicana S.A. De C.V.","LE_BH3390","BU_OGMEAS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_230D","230D","BH9020_OGMEAS_Baker Hughes Services Int'l LLC, Azerbaijan Rep office","LE_BH9020","BU_OGMEAS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_R018","R018","PS0394_OGSUBS_General Electric International (LLC)","LE_PS0394","BU_OGSUBS","GL_GL034","OE_GL034001","CCL Classic - CO Strategic"
"LB_R213","R213","IF1923_OGSUBS_GE Oil & Gas Angola, Limitada","LE_IF1923","BU_OGSUBS","GL_GLG06","OE_GLG06005","Oracle Pascal"
"LB_S089","S089","IF1923_OGSUBS_GE Oil & Gas Angola, Limitada","LE_IF1923","BU_OGSUBS","GL_GLG06","OE_GLG06005","Oracle Pascal"
"LB_R072","R072","IF1237_OGSUBS_Baker Hughes Services Australia Pty Ltd","LE_IF1237","BU_OGSUBS","GL_GLG06","OE_GLG06012","Oracle Oscar"
"LB_R078","R078","IF1704_OGSUBS_Vetco International Singapore 2 Pte. Ltd. - Saudi Arabia","LE_IF1704","BU_OGSUBS","GL_GLG06","OE_GLG06MJE","MJE Source"
"LB_S009","S009","CP0111_OGSUBS_GE Consolidation/Elimination- PLACEHOLDER-NON LEGAL ENTITY","LE_CP0111","BU_OGSUBS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_YSY8","YSY8","CP0111_OGSUBS_GE Consolidation/Elimination- PLACEHOLDER-NON LEGAL","LE_CP0111","BU_OGSUBS","GL_GL014","OE_GLG06MJE","MJE Source"
"LB_7160","7160","PS0157_OGMEAS_Baker Hughes Japan Co., Ltd.","LE_PS0157","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_503X","503X","OG1137_OGMEAS Baker Hughes Energy South Africa Proprietary Limited","LE_OG1137","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_150M","150M","OG1139_OGMEAS Baker Hughes Energy Vietnam Company Limited","LE_OG1139","BU_OGMEAS","GL_GL034","OE_GL034001","CCL Classic - CO Strategic"
"LB_1200","1200","PS0033_OGMEAS_Bently Nevada, LLC","LE_PS0033","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_6080","6080","PS0037_OGMEAS_Bently Nevada Sweden A.B.","LE_PS0037","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_M469","M469","IF1011_OGMEAS_Nuovo Pignone International S.r.l. - Qatar - Branch","LE_IF1011","BU_OGMEAS","GL_GLG06","OE_GLG06012","Oracle Oscar"
"LB_YSZ3","YSZ3","LE0005_OGMEAS_Process & Pipeline Services Limited","LE_LE0005","BU_OGMEAS","GL_GLG06","OE_GLG06052","Oracle PII"
"LB_546D","546D","BH9022_OGMEAS_Baker Hughes International Holding Company, Philippines Branch","LE_BH9022","BU_OGMEAS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_549D","549D","BH9023_OGMEAS_Baker Hughes International Holdings LLC (Yangon Branch)","LE_BH9023","BU_OGMEAS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_343D","343D","BH3390_OGMEAS_BJ Services Company Mexicana S.A. De C.V.","LE_BH3390","BU_OGMEAS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_344D","344D","BH3445_OGMEAS_Baker Hughes Servicios Petroleros de Chile Limitada","LE_BH3445","BU_OGMEAS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_YSZ1","YSZ1","BH3445_OGMEAS_Baker Hughes Servicios Petroleros de Chile Limitada","LE_BH3445","BU_OGMEAS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_S940","S940","IS0096_OGSUBS_GE Inspection & Control Technologies (Shanghai) Co., Ltd","LE_IS0096","BU_OGSUBS","GL_GL017","OE_GL017001","Oracle Cloud - BKR Strategic"
"LB_R080","R080","IF1705_OGSUBS_Vetco Gray Pte. Ltd. - Qatar - Branch","LE_IF1705","BU_OGSUBS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_R325","R325","K60002_OGSUBS_Algerian Engineering Services Company SPA","LE_K60002","BU_OGSUBS","GL_GLG06","OE_GLG06012","Oracle Oscar"
"LB_S040","S040","IF1237_OGSUBS_GE Oil & Gas Australia Pty Ltd","LE_IF1237","BU_OGSUBS","GL_GLG06","OE_GLG06012","Oracle Oscar"
"LB_M610","M610","OG1140_OGMEAS_GE Oil and Gas Kazakhstan Limited Liability Partnership","LE_OG1140","BU_OGMEAS","GL_GLG06","OE_GLG06009","1C_O&G"
"LB_6490","6490","PS0160_OGMEAS_Panametrics Limited","LE_PS0160","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_6180","6180","SM0280_OGMEAS Baker Hughes EMEA Unlimited Company","LE_SM0280","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_YSZ6","YSZ6","LE0006_OGMEAS_Process & Pipeline Services Pty Ltd","LE_LE0006","BU_OGMEAS","GL_GLG06","OE_GLG06052","Oracle PII"
"LB_YSZ7","YSZ7","LE0007_OGMEAS_P&M Netherlands B.V.","LE_LE0007","BU_OGMEAS","GL_GLG06","OE_GLG06052","Oracle PII"
"LB_345D","345D","BH3450_OGMEAS_SEBEX Oil Well Services S.A.","LE_BH3450","BU_OGMEAS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_634E","634E","BH9024_OGMEAS_BJ Services Company Middle East, Abu Dhabi Branch","LE_BH9024","BU_OGMEAS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_409D","409D","BH9039_OGMEAS_Baker Hughes Operations SAS, Tunisia Branch","LE_BH9039","BU_OGMEAS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_404D","404D","BH4040_OGMEAS_Baker Hughes Congo, SARL","LE_BH4040","BU_OGMEAS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_S041","S041","IF1238_OGSUBS_Vetco Gray Indonesia, PT","LE_IF1238","BU_OGSUBS","GL_GLG06","OE_GLG06005","Oracle Pascal"
"LB_R400","R400","BH9121_OGSUBS_Baker Hughes Middle East Limited, Iraq Branch","LE_BH9121","BU_OGSUBS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7030","7030","PS0048_OGMEAS_Baker Hughes Digital Solutions Australia Pty Ltd","LE_PS0048","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_3000","3000","PS0049_OGMEAS_Bently do Brasil Ltda.","LE_PS0049","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_5000","5000","IF1131_OGMEAS_General Electric Bahrain Company W.L.L.","LE_IF1131","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_M021","M021","IF1222_OGMEAS Baker Hughes Energy Technology UK Limited","LE_IF1222","BU_OGMEAS","GL_GLG06","OE_GLG06005","Oracle Pascal"
"LB_M177","M177","CP0111_OGMEAS_GE Consolidation/Elimination- PLACEHOLDER-NON LEGAL ENTITY","LE_CP0111","BU_OGMEAS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_7010","7010","I00166_OGMEAS_BAKER HUGHES ENERGY SYSTEMS (MALAYSIA) SDN. BHD.","LE_I00166","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_405D","405D","BH9042_OGMEAS_Baker Hughes Operations SAS, Algeria Tax Registration","LE_BH9042","BU_OGMEAS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_406D","406D","BH4060_OGMEAS_Baker Hughes (Gabon) S.A.","LE_BH4060","BU_OGMEAS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_408D","408D","BH4085_OGMEAS_BAKER HUGHES SOUTH AFRICA (PROPRIETARY) LIMITED","LE_BH4085","BU_OGMEAS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_067F","067F","BH9044_OGMEAS_Baker Hughes (Nederland) B.V., Belgium Branch","LE_BH9044","BU_OGMEAS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_T005","T005","A01046_OGTBMS_Baker Hughes Energy Services LLC","LE_A01046","BU_OGTBMS","GL_GLG06","OE_GLG06012","Oracle Oscar"
"LB_U002","U002","A01046_OGTBMS_Baker Hughes Energy Services LLC","LE_A01046","BU_OGTBMS","GL_GLG06","OE_GLG06012","Oracle Oscar"
"LB_S025","S025","IF1706_OGSUBS_Vetco Gray U.K. Limited - Equatorial Guinea - Branch","LE_IF1706","BU_OGSUBS","GL_GLG06","OE_GLG06004","AS/400 Spectra (UK)"
"LB_R077","R077","IF1240_OGSUBS_Vetco International Singapore 2 Pte. Ltd.","LE_IF1240","BU_OGSUBS","GL_GLG06","OE_GLG06005","Oracle Pascal"
"LB_6470","6470","TR0009_OGMEAS_Everest VIT (UK) Limited","LE_TR0009","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_611X","611X","OG1014_OGMEAS_Lufkin Industries S.R.L.","LE_OG1014","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_170X","170X","OG1074_OGMEAS_Baker Hughes Energy Services Canada Inc.","LE_OG1074","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_M180","M180","CP0111_OGMEAS_GE Consolidation/Elimination- PLACEHOLDER-NON LEGAL ENTITY","LE_CP0111","BU_OGMEAS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_M412","M412","CP0111_OGMEAS_GE Consolidation/Elimination- PLACEHOLDER-NON LEGAL ENTITY","LE_CP0111","BU_OGMEAS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_085F","085F","BH9049_OGMEAS_Baker Hughes Operations Espana SA - Sucursal em Portugal","LE_BH9049","BU_OGMEAS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_416D","416D","BH4160_OGMEAS_Baker Hughes Asia Pacific Limited, Congo Branch","LE_BH4160","BU_OGMEAS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_425D","425D","BH4255_OGMEAS_Baker Petrolite Angola Limited, Angola Branch","LE_BH4255","BU_OGMEAS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_R329","R329","OG1014_OGSUBS_Lufkin Industries S.R.L.","LE_OG1014","BU_OGSUBS","GL_GLG06","OE_GLG06016","Oilfield SAP"
"LB_S302","S302","OG1014_OGSUBS_Lufkin Industries S.R.L.","LE_OG1014","BU_OGSUBS","GL_GL034","OE_GL034001","CCL Classic - CO Strategic"
"LB_S043","S043","IF1240_OGSUBS_Vetco International Singapore 2 Pte. Ltd.","LE_IF1240","BU_OGSUBS","GL_GLG06","OE_GLG06005","Oracle Pascal"
"LB_S045","S045","IF1241_OGSUBS_Vetco Gray Pte. Ltd.","LE_IF1241","BU_OGSUBS","GL_GLG06","OE_GLG06005","Oracle Pascal"
"LB_S576","S576","CP1049_OGSUBS_GE Rus Infra LLC","LE_CP1049","BU_OGSUBS","GL_GL034","OE_GL034001","CCL Classic - CO Strategic"
"LB_7050","7050","PS0055_OGMEAS_Baker Hughes Energy Japan, Ltd.","LE_PS0055","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_3020","3020","PS0057_OGMEAS_Bently de Mexico, S. de R.L. de C.V.","LE_PS0057","BU_OGMEAS","GL_GLG06","OE_GLG06MJE","MJE Source"
"LB_M625","M625","IF1236_OGMEAS_Vetco Gray Trinidad Limited","LE_IF1236","BU_OGMEAS","GL_GL034","OE_GL034001","CCL Classic - CO Strategic"
"LB_1720","1720","OG1074_OGMEAS_Baker Hughes Energy Services Canada Inc.","LE_OG1074","BU_OGMEAS","GL_GLG06","OE_GLG06002","DS SAP"
"LB_3030","3030","I00297_OGMEAS_General Electric International, S.C.S.","LE_I00297","BU_OGMEAS","GL_GLG06","OE_GLG06014","JDE_O&G"
"LB_426D","426D","BH4265_OGMEAS_Baker Hughes Company Limited","LE_BH4265","BU_OGMEAS","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_R195","R195","IF1719_OGSUBS_GEMServices EG S.A.R.L.","LE_IF1719","BU_OGSUBS","GL_GL034","OE_GL034001","CCL Classic - CO Strategic"
"LB_S080","S080","IF1719_OGSUBS_GEMServices EG S.A.R.L.","LE_IF1719","BU_OGSUBS","GL_GL034","OE_GL034001","CCL Classic - CO Strategic"
"LB_R083","R083","IF1242_OGSUBS_Vetco Gray de Mexico S.A. de C.V.","LE_IF1242","BU_OGSUBS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_S046","S046","IF1242_OGSUBS_Vetco Gray de Mexico S.A. de C.V.","LE_IF1242","BU_OGSUBS","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_S047","S047","IF1244_OGSUBS_Jaguar Oil & Gas UK Limited","LE_IF1244","BU_OGSUBS","GL_GLG06","OE_GLG06005","Oracle Pascal"
"LB_R115","R115","IF1276_OGSUBS_Vetco Gray (Hong Kong) Limited","LE_IF1276","BU_OGSUBS","GL_GLG06","OE_GLG06020","AS/400 Singapore"
"LB_S063","S063","IF1368_OGSUBS_Vetco Holdings (NOK) Limited","LE_IF1368","BU_OGSUBS","GL_GLG06","OE_GLG06005","Oracle Pascal"
"LB_S330","S330","I00T05_OGSUBS_Nuovo Pignone Holding S.p.a.","LE_I00T05","BU_OGSUBS","GL_GLG06","OE_GLG06MJE","MJE Source"
"LB_R336","R336","I10234_OGSUBS_Nuovo Pignone International S.r.l.","LE_I10234","BU_OGSUBS","GL_GLG06","OE_GLG06012","Oracle Oscar"
"LB_S115","S115","I10234_OGSUBS_Nuovo Pignone International S.r.l.","LE_I10234","BU_OGSUBS","GL_GLG06","OE_GLG06012","Oracle Oscar"
"LB_M617","M617","OG1100_OGMEAS_GE Oil and Gas Ghana Limited","LE_OG1100","BU_OGMEAS","GL_GL034","OE_GL034001","CCL Classic - CO Strategic"
"LB_M473","M473","OG1117_OGMEAS_PII Pipeline Science & Technology (Beijing) Co., Ltd.","LE_OG1117","BU_OGMEAS","GL_GLG06","OE_GLG06052","Oracle PII"
