"NAME","NATURAL_NODE_NAME","DESCRIPTION","ASSOCIATED_LE","ASSOCIATED_BU","GAAP_GL_BOOK_OF_RECORD","OG_LEGACY_ERP_SOURCE","OG_LEGACY_ERP_SOURCE_DESC"
"LB_H394","H394","BH1475_1BHNWC_CFC Holdings LLC","LE_BH1475","BU_1BHNWC","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_H395","H395","BH1605_1BHNWC_Baker Hughes Company","LE_BH1605","BU_1BHNWC","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_H396","H396","BH1610_1BHNWC_Bear MergerSub LLC","LE_BH1610","BU_1BHNWC","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_H397","H397","BH1670_1BHNWC_EHHC NewCo LLC","LE_BH1670","BU_1BHNWC","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_H383","H383","CP0111_1BHNWC_GE Consolidation/Elimination- PLACEHOLDER-NON LEGAL ENTITY","LE_CP0111","BU_1BHNWC","GL_GL014","OE_GL014001","ES Pascal - OG Strategic"
"LB_5480","5480","BH5480_OGDRIL_BJ SERVICES COMPANY (CAMBODIA) CO., LTD.","LE_BH5480","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5485","5485","BH5485_OGDRIL_Oilfield Equipment Rental (L) Bhd.","LE_BH5485","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5506","5506","BH5500_OGDRIL_BJ Service - PV Drilling Joint Venture Company Limited","LE_BH5500","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4270","4270","BH4270_OGDRIL_Baker Oilfield Africa Limited, Nigeria Tax Registration","LE_BH4270","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4285","4285","BH4285_OGDRIL_Baker Hughes (Ghana) Limited","LE_BH4285","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4295","4295","BH4295_OGDRIL_BJ Pumping Services Company S.A., Nigeria Tax Registration","LE_BH4295","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3295","3295","BH3035_OGDRIL_Baker Hughes Venezuela, S.R.L.","LE_BH3035","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3042","3042","BH3040_OGDRIL_Baker Hughes (Trinidad) Limited","LE_BH3040","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3072","3072","BH3070_OGDRIL_Baker Hughes do Brasil Ltda.","LE_BH3070","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3073","3073","BH3070_OGDRIL_Baker Hughes do Brasil Ltda.","LE_BH3070","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_048F","048F","BH2295_OGDRIL_Zeroth Technology Limited","LE_BH2295","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2655","2655","BH2655_OGDRIL_BJ Services Company Middle East Limited","LE_BH2655","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5461","5461","BH2655_OGDRIL_BJ Services Company Middle East Limited","LE_BH2655","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5531","5531","BH2655_OGDRIL_BJ Services Company Middle East Limited","LE_BH2655","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_051F","051F","BH2310_OGDRIL_Baker Hughes International S.R.L.","LE_BH2310","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1221","1221","BH1900_OGDRIL_Baker Hughes International Branches LLC","LE_BH1900","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1636","1636","BH1900_OGDRIL_Baker Hughes International Branches LLC","LE_BH1900","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1641","1641","BH1900_OGDRIL_Baker Hughes International Branches LLC","LE_BH1900","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1646","1646","BH1900_OGDRIL_Baker Hughes International Branches LLC","LE_BH1900","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1651","1651","BH1900_OGDRIL_Baker Hughes International Branches LLC","LE_BH1900","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2888","2888","BH8013_OGDRIL_Gaffney, Cline and Associates LLP","LE_BH8013","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7206","7206","BH8016_OGDRIL_International Professional Resources (US) Limited","LE_BH8016","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2390","2390","BH9053_OGDRIL_BJ Services Intl S.a r.l., Finanz Zweigniederlassung Zurich","LE_BH9053","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5523","5523","BH8022_OGDRIL_P.T. Nowsco Well Services Indonesia","LE_BH8022","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6118","6118","BH9000_OGDRIL_Baker Hughes Oilfield Operations Inc., Abu Dhabi Branch","LE_BH9000","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3137","3137","BH9001_OGDRIL_Baker Hughes Oilfield Operations Inc. Sucural del Peru","LE_BH9001","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5505","5505","BH5505_OGDRIL_Baker Hughes Services Pte. Ltd. Vietnam Branch","LE_BH5505","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5518","5518","BH5515_OGDRIL_Baker Hughes Manufacturing (Thailand) Co., Ltd.","LE_BH5515","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5525","5525","BH5525_OGDRIL_P.T. Western Petroleum Servindo","LE_BH5525","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3372","3372","BH3070_OGDRIL_Baker Hughes do Brasil Ltda.","LE_BH3070","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4303","4303","BH4300_OGDRIL_Societe DZA de Stimulation des Puits Prod D'Hydrocarbures","LE_BH4300","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2661","2661","BH2660_OGDRIL_Limited Liability Company BJ Samotlor Services Vostok","LE_BH2660","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3095","3095","BH3095_OGDRIL_Eimco Wemco de Colombia, Ltda","LE_BH3095","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3126","3126","BH3125_OGDRIL_Baker Petrolite LLC Aruba Branch","LE_BH3125","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2662","2662","BH2660_OGDRIL_Limited Liability Company BJ Samotlor Services Vostok","LE_BH2660","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2665","2665","BH2665_OGDRIL_Baker Hughes Czech Republic S.R.O.","LE_BH2665","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_086F","086F","BH2675_OGDRIL_Baker Hughes Reservoir Software B.V.","LE_BH2675","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2675","2675","BH2675_OGDRIL_Baker Hughes Reservoir Software B.V.","LE_BH2675","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1656","1656","BH1900_OGDRIL_Baker Hughes International Branches LLC","LE_BH1900","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_053F","053F","BH2315_OGDRIL_MAGNITUDE","LE_BH2315","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_055F","055F","BH2320_OGDRIL_Baker Hughes Oilfield Services Limited Liability Company","LE_BH2320","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2585","2585","BH9053_OGDRIL_BJ Services Intl S.a r.l., Finanz Zweigniederlassung Zurich","LE_BH9053","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6445","6445","BH9054_OGDRIL_Gaffney, Cline & Associates Limited, Qatar Branch","LE_BH9054","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2111","2111","BH9003_OGDRIL_Western Atlas International LLC - Turkmenistan Branch","LE_BH9003","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2525","2525","BH9003_OGDRIL_Western Atlas International LLC - Turkmenistan Branch","LE_BH9003","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6055","6055","BH9005_OGDRIL_Western Atlas International Inc., Oman Branch","LE_BH9005","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5565","5565","BH5565_OGDRIL_BH Oilfield Services Malaysia Sdn. Bhd.","LE_BH5565","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5571","5571","BH5570_OGDRIL_BAKER HUGHES OILFIELD DIGITAL SOLUTIONS INDIA PRIVATE LIMITED","LE_BH5570","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3146","3146","BH3145_OGDRIL_Hughes Tool Company Chile Ltda.","LE_BH3145","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4320","4320","BH4320_OGDRIL_BJ Services Company (Ghana) Limited","LE_BH4320","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3161","3161","BH3160_OGDRIL_Baker Petrolite del Ecuador S.A.","LE_BH3160","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3180","3180","BH3180_OGDRIL_Baker Hughes International Operations del Peru S.A.","LE_BH3180","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3265","3265","BH3180_OGDRIL_Baker Hughes International Operations del Peru S.A.","LE_BH3180","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3195","3195","BH3195_OGDRIL_Baker Hughes Finance International SRL","LE_BH3195","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3215","3215","BH3215_OGDRIL_B.H. Services, S.A. de C.V.","LE_BH3215","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4460","4460","BH4460_OGDRIL_BAKER HUGHES OIL SERVICES SOUTH AFRICA (PTY) LIMITED","LE_BH4460","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3416","3416","BH9058_OGDRIL_Baker Hughes Switzerland Sarl, Peru Branch","LE_BH9058","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_045F","045F","BH9006_OGDRIL_Western Atlas International Inc., Italy Branch","LE_BH9006","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3430","3430","BH9058_OGDRIL_Baker Hughes Switzerland Sarl, Peru Branch","LE_BH9058","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3425","3425","BH9059_OGDRIL_Baker Hughes Switzerland Sarl, Ecuador Branch","LE_BH9059","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5580","5580","BH5580_OGDRIL_Baker Hughes Taiwan Limited","LE_BH5580","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6017","6017","BH9007_OGDRIL_Western Atlas International Inc., Egypt Branch","LE_BH9007","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4355","4355","BH4355_OGDRIL_BJ SERVICES EQUATORIAL GUINEA, SARL","LE_BH4355","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4375","4375","BH4375_OGDRIL_BJ SERVICES ANGOLA, LDA.","LE_BH4375","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_105F","105F","BH5585_OGDRIL_Baker Hughes Oilfield Services India Private Limited","LE_BH5585","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_110F","110F","BH3190_OGDRIL_Baker Hughes China Holdings SRL","LE_BH3190","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4431","4431","BH4430_OGDRIL_Baker Hughes Services Tunisia, SARL","LE_BH4430","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6142","6142","BH6140_OGDRIL_Hughes Services Middle East Company, Dubai Branch","LE_BH6140","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6145","6145","BH6145_OGDRIL_Baker Hughes LLC","LE_BH6145","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6171","6171","BH6170_OGDRIL_Western Atlas Arabia Company Limited","LE_BH6170","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3108","3108","BH9008_OGDRIL_Western Atlas International Inc., Bolivia Branch","LE_BH9008","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4330","4330","BH9061_OGDRIL_BJ Services Company Africa Limited, Gabon Branch","LE_BH9061","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4325","4325","BH9062_OGDRIL_BJ Services Company Africa Limited, Angola Branch","LE_BH9062","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5585","5585","BH5585_OGDRIL_Baker Hughes Oilfield Services India Private Limited","LE_BH5585","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4095","4095","BH9009_OGDRIL_Western Atlas International Inc., Algeria Branch","LE_BH9009","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2101","2101","BH9010_OGDRIL_Western Atlas International LLC, Albanian Branch","LE_BH9010","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5595","5595","BH5595_OGDRIL_Unilift Energy Tech Ltd.","LE_BH5595","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5603","5603","BH5600_OGDRIL_Dong Guan Unilift Co., Ltd","LE_BH5600","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3122","3122","BH9018_OGDRIL_Baker Hughes Services International LLC, Ecuador Branch","LE_BH9018","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2095","2095","BH9019_OGDRIL_Baker Hughes Services International LLC, Kazakhstan Branch","LE_BH9019","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2711","2711","BH9063_OGDRIL_BJ Services Company Africa Limited, Spain Rep. Office","LE_BH9063","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6091","6091","BH9011_OGDRIL_Western Atlas International Inc., Abu Dhabi Branch","LE_BH9011","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6340","6340","BH9064_OGDRIL_BJ Services Company Middle East Limited, Qatar Branch","LE_BH9064","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5415","5415","BH9065_OGDRIL_BJ Services Company Middle East Limited, India Project Office","LE_BH9065","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6031","6031","BH6030_OGDRIL_Tri-State Oil Tool (Egypt) S.A., Egypt Branch","LE_BH6030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6051","6051","BH6050_OGDRIL_Baker Sand Control Limited, Oman Tax Registration","LE_BH6050","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6095","6095","BH9012_OGDRIL_Western Atlas International Inc., Kuwait Tax Registration","LE_BH9012","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3336","3336","BH9015_OGDRIL_Baker Petrolite LLC, Bahamas Branch","LE_BH9015","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_YQ09","YQ09","IF1246_OGCPHS_Baker Hughes International Treasury Services Limited","LE_IF1246","BU_OGCPHS","GL_GL017","OE_GL017001","Oracle Cloud - BKR Strategic"
"LB_2651","2651","BH9066_OGDRIL_BJ Services Company Middle East Limited, Azerbaijan Rep. Office","LE_BH9066","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4212","4212","BH9016_OGDRIL_Atlas Wireline Limited, Angola Branch","LE_BH9016","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2085","2085","BH9017_OGDRIL_BH Russia Operations, Inc., Russian branch","LE_BH9017","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_059F","059F","BH9053_OGDRIL_BJ Services Intl S.a r.l., Finanz Zweigniederlassung Zurich","LE_BH9053","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_061F","061F","BH9053_OGDRIL_BJ Services Intl S.a r.l., Finanz Zweigniederlassung Zurich","LE_BH9053","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5017","5017","BH5015_OGDRIL_Baker Hughes PNG Limited.","LE_BH5015","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_111F","111F","BH5020_OGDRIL_Baker Hughes Australia Pty. Limited","LE_BH5020","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5026","5026","BH5020_OGDRIL_Baker Hughes Australia Pty. Limited","LE_BH5020","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5102","5102","BH5020_OGDRIL_Baker Hughes Australia Pty. Limited","LE_BH5020","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_YQ21","YQ21","IF1246_OGCPHS_Baker Hughes International Treasury Services Limited","LE_IF1246","BU_OGCPHS","GL_GL017","OE_GL017001","Oracle Cloud - BKR Strategic"
"LB_E403","E403","IS0096_OGCPHS_GE Inspection & Control Technologies (Shanghai) Co., Ltd","LE_IS0096","BU_OGCPHS","GL_GLG06","OE_GLG06MJE","MJE Source"
"LB_1425","1425","BH1425_OGDRIL_Baker Hughes International Holdings LLC","LE_BH1425","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_063F","063F","BH9053_OGDRIL_BJ Services Intl S.a r.l., Finanz Zweigniederlassung Zurich","LE_BH9053","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_064F","064F","BH9053_OGDRIL_BJ Services Intl S.a r.l., Finanz Zweigniederlassung Zurich","LE_BH9053","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2386","2386","BH9053_OGDRIL_BJ Services Intl S.a r.l., Finanz Zweigniederlassung Zurich","LE_BH9053","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2388","2388","BH9053_OGDRIL_BJ Services Intl S.a r.l., Finanz Zweigniederlassung Zurich","LE_BH9053","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2325","2325","BH2325_OGDRIL_Limited Liability Company Orenburgneftegeophysika","LE_BH2325","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_089F","089F","BH2680_OGDRIL_J.O.A. Software & Services B.V.","LE_BH2680","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_091F","091F","BH2685_OGDRIL_JOA (North Sea) Ltd.","LE_BH2685","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1445","1445","BH1445_OGDRIL_Baker Hughes Holdings SECS LLC","LE_BH1445","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3455","3455","BH1445_OGDRIL_Baker Hughes Holdings SECS LLC","LE_BH1445","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_E402","E402","OG1074_OGCPHS_Baker Hughes Energy Services Canada Inc.","LE_OG1074","BU_OGCPHS","GL_GL017 ","OE_GL017001","Oracle Cloud - BKR Strategic"
"LB_E406","E406","PS0057_OGCPHS_Bently de Mexico, S. de R.L. de C.V.","LE_PS0057","BU_OGCPHS","GL_GL017","OE_GL017001","Oracle Cloud - BKR Strategic"
"LB_2690","2690","BH2690_OGDRIL_Limited Liability Company JOA Vostok","LE_BH2690","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3190","3190","BH3190_OGDRIL_Baker Hughes China Holdings SRL","LE_BH3190","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2151","2151","BH2150_OGDRIL_Joint Stock Company Baker Hughes","LE_BH2150","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2152","2152","BH2150_OGDRIL_Joint Stock Company Baker Hughes","LE_BH2150","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_036F","036F","BH2155_OGDRIL_Baker Petrolite Handelsgesellschaft m.b.H.","LE_BH2155","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_L934","L934","A01046_OGDRIL_Baker Hughes Energy Services LLC","LE_A01046","BU_OGDRIL","GL_GLG06","OE_GLG06012","Oracle Oscar"
"LB_1465","1465","BH1465_OGDRIL_Baker Middle East Company","LE_BH1465","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6385","6385","BH1465_OGDRIL_Baker Middle East Company","LE_BH1465","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2555","2555","BH2555_OGDRIL_BJ Services Company (UK) Limited","LE_BH2555","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2565","2565","BH2565_OGDRIL_BJ Services Company Middle East Limited, Kazakhstan Branch","LE_BH2565","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1235","1235","BH1505_OGDRIL_Baker Hughes Process Systems LLC","LE_BH1505","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_R003","R003","A01046_OGDRIL_Baker Hughes Energy Services LLC","LE_A01046","BU_OGDRIL","GL_GLG06","OE_GLG06012","Oracle Oscar"
"LB_1030","1030","BH1030_OGDRIL_Baker Hughes Oilfield Operations LLC","LE_BH1030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1095","1095","BH1030_OGDRIL_Baker Hughes Oilfield Operations LLC","LE_BH1030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1161","1161","BH1030_OGDRIL_Baker Hughes Oilfield Operations LLC","LE_BH1030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_095F","095F","BH2880_OGDRIL_Baker Hughes International Beteiligungs GmbH","LE_BH2880","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_096F","096F","BH2881_OGDRIL_Baker Hughes International GmbH & Co. KG","LE_BH2881","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2165","2165","BH2165_OGDRIL_Baker Hughes SAS","LE_BH2165","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4122","4122","BH2165_OGDRIL_Baker Hughes SAS","LE_BH2165","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_037F","037F","BH2180_OGDRIL_BAKER PETROLITE FRANCE SARL","LE_BH2180","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_038F","038F","BH2180_OGDRIL_BAKER PETROLITE FRANCE SARL","LE_BH2180","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_006F","006F","BH1030_OGDRIL_Baker Hughes Oilfield Operations LLC","LE_BH1030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1541","1541","BH1540_OGDRIL_Hughes Services Middle East LLC","LE_BH1540","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1571","1571","BH1570_OGDRIL_Perfomix LLC","LE_BH1570","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1215","1215","BH1030_OGDRIL_Baker Hughes Oilfield Operations LLC","LE_BH1030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1455","1455","BH1030_OGDRIL_Baker Hughes Oilfield Operations LLC","LE_BH1030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1560","1560","BH1030_OGDRIL_Baker Hughes Oilfield Operations LLC","LE_BH1030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3285","3285","BH1030_OGDRIL_Baker Hughes Oilfield Operations LLC","LE_BH1030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4042","4042","BH4040_OGDRIL_Baker Hughes Congo, SARL","LE_BH4040","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4062","4062","BH4060_OGDRIL_Baker Hughes (Gabon) S.A.","LE_BH4060","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7106","7106","BH4060_OGDRIL_Baker Hughes (Gabon) S.A.","LE_BH4060","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2595","2595","BH2595_OGDRIL_Baker Hughes Switzerland Sarl","LE_BH2595","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
