"NAME","NATURAL_NODE_NAME","DESCRIPTION","ASSOCIATED_LB","ASSOCIATED_LE","ASSOCIATED_BU"
"RF_H37202","H37202","ANZ-AUS-BRENDALE-LOTS 3,4-BAILEY COURT-LB_H372","LB_H372","LE_IF1828","BU_OGHQTR"
"RF_R18501","R18501","ANZ-AUS-BRENDALE-LOTS 3,4-BAILEY COURT-LB_R185","LB_R185","LE_IF1828","BU_OGSUBS"
"RF_YQ1801","YQ1801","ANZ-AU-QUEENSLAND-8 BAILEY COURT, BRENDALE_YQ18","LB_YQ18","LE_IF1828","BU_OGDRIL"
"RF_H37203","H37203","ANZ-AUS-BRISBANE-LOT 27-8-BAILEY COURT-LB_H372","LB_H372","LE_IF1828","BU_OGHQTR"
"RF_R18502","R18502","ANZ-AUS-BRISBANE-LOT 27-8-BAILEY COURT-LB_R185","LB_R185","LE_IF1828","BU_OGSUBS"
"RF_S18501","S18501","ANZ-AUS-Brendale-8 Bailey Court-LB_S185","LB_S185","LE_IF1828","BU_OGSUBS"
"RF_H18401","H18401","ANZ-AUS-Broome-01-colo_ME_LB_WIF18","LB_H184","LE_IF1838","BU_OGHQTR"
"RF_R07201","R07201","ANZ-AUS-Broome-01-colo_ME_LB_DPA01","LB_R072","LE_IF1237","BU_OGSUBS"
"RF_U13001","U13001","ANZ-AUS-Broome-01-colo_ME_LB_CFO09","LB_U130","LE_IF1838","BU_OGTBMS"
"RF_U13101","U13101","ANZ-AUS-Broome-01-colo_ME_LB_CFO09","LB_U131","LE_IF1838","BU_OGTBMS"
"RF_H37204","H37204","ANZ-AUS-CHINCHILLA-LOT 9-OSBORNE STREET-LB_H372","LB_H372","LE_IF1828","BU_OGHQTR"
"RF_R18503","R18503","ANZ-AUS-CHINCHILLA-LOT 9-OSBORNE STREET-LB_R185","LB_R185","LE_IF1828","BU_OGSUBS"
"RF_H03101","H03101","ANZ-AUS-Jandakot-01-colo_ME_LB_HQAU1","LB_H031","LE_BR0393","BU_OGHQTR"
"RF_H07153","H07153","ANZ-AU-Jandakot-631 Karel Avenue, Jandakot, Perth WA 6164-IF1726-H071","LB_H071","LE_I10234","BU_OGHQTR"
"RF_H08901","H08901","ANZ-AUS-Jandakot-01-colo_LE_IF1726","LB_H089","LE_IF1726","BU_OGHQTR"
"RF_H13701","H13701","ANZ-AUS-Jandakot-01-colo_ME_LB_DPT01","LB_H137","LE_IF1237","BU_OGHQTR"
"RF_M02553","M02553","ANZ-AU-Jandakot-631 Karel Avenue, Jandakot, Perth WA 6164-IF1726-M025","LB_M025","LE_I10234","BU_OGMEAS"
"RF_M06701","M06701","ANZ-AUS-Jandakot-01-colo_ME_LB_DR230","LB_M067","LE_DRS230","BU_OGTBMS"
"RF_M10101","M10101","ANZ-AUS-Jandakot-01-colo_ME_LB_POAU","LB_M101","LE_BR0393","BU_OGMEAS"
"RF_M43553","M43553","ANZ-AU-Jandakot-631 Karel Avenue, Jandakot, Perth WA 6164-IF1726-M435","LB_M435","LE_I10234","BU_OGMEAS"
"RF_R33653","R33653","ANZ-AU-Jandakot-631 Karel Avenue, Jandakot, Perth WA 6164-IF1726-R336","LB_R336","LE_I10234","BU_OGSUBS"
"RF_S04001","S04001","ANZ-AUS-Jandakot-01-colo_ME_LB_DPX01","LB_S040","LE_IF1237","BU_OGSUBS"
"RF_S07501","S07501","ANZ-AUS-Jandakot-01-colo_ME_LB_WLL11","LB_S075","LE_IF1779","BU_OGSUBS"
"RF_S11553","S11553","ANZ-AU-Jandakot-631 Karel Avenue, Jandakot, Perth WA 6164-IF1726-S115","LB_S115","LE_I10234","BU_OGSUBS"
"RF_T06453","T06453","ANZ-AU-Jandakot-631 Karel Avenue, Jandakot, Perth WA 6164-IF1726-T064","LB_T064","LE_I10234","BU_OGTBMS"
"RF_T08201","T08201","ANZ-AUS-Jandakot-01-colo_LE_IF1726","LB_T082","LE_IF1726","BU_OGTBMS"
"RF_T11101","T11101","ANZ-AUS-Jandakot-01-colo_ME_LB_GSQ01","LB_T111","LE_IF1237","BU_OGTBMS"
"RF_U02501","U02501","ANZ-AUS-Jandakot-01-colo_ME_LB_PRAU1","LB_U025","LE_BR0393","BU_OGTBMS"
"RF_U05853","U05853","ANZ-AUS-Jandakot-01-colo-LE_IF1726-LB_U058","LB_U058","LE_I10234","BU_OGTBMS"
"RF_U07601","U07601","ANZ-AUS-Jandakot-01-colo_LE_IF1726","LB_U076","LE_IF1726","BU_OGTBMS"
"RF_U11001","U11001","ANZ-AUS-Jandakot-01-colo_ME_LB_DPC01","LB_U110","LE_IF1237","BU_OGTBMS"
"RF_U11101","U11101","ANZ-AUS-Jandakot-01-colo_ME_LB_TMT01","LB_U111","LE_IF1237","BU_OGTBMS"
"RF_109F01","109F01","ANZ-AU-North Sydney-Level 16, 275 Alfred Street_109F","LB_109F","LE_BH5365","BU_OGDRIL"
"RF_703001","703001","ANZ-AUS-NorthSydney-01-colo_ME_LB_B455","LB_7030","LE_PS0048","BU_OGMEAS"
"RF_H20402","H20402","ANZ-AUS-NorthSydney-01-colo_ME_LB_E098","LB_H204","LE_MS0075","BU_OGHQTR"
"RF_M20101","M20101","ANZ-AUS-NorthSydney-01-colo_ME_LB_SIAUD","LB_M201","LE_PS0159","BU_OGMEAS"
"RF_H37205","H37205","ANZ-AUS-ROMA-89-91-SPENCER STREET-LB_H372","LB_H372","LE_IF1828","BU_OGHQTR"
"RF_R18504","R18504","ANZ-AUS-ROMA-89-91-SPENCER STREET-LB_R185","LB_R185","LE_IF1828","BU_OGSUBS"
"RF_H37206","H37206","ANZ-AUS-WINGFIELD-146-148-FRANCIS STREET-LB_H372","LB_H372","LE_IF1828","BU_OGHQTR"
"RF_R18505","R18505","ANZ-AUS-WINGFIELD-146-148-FRANCIS STREET-LB_R185","LB_R185","LE_IF1828","BU_OGSUBS"
"RF_H37207","H37207","ANZ-AUS-MOOMBA- SA-13A BARTON STREET-LB_H372","LB_H372","LE_IF1828","BU_OGHQTR"
"RF_R18506","R18506","ANZ-AUS-MOOMBA- SA-13A BARTON STREET-LB_R185","LB_R185","LE_IF1828","BU_OGSUBS"
"RF_E40501","E40501","ANZ-AUS-Jandakot-631 Karel Avenue_E405","LB_E405","LE_IF1237","BU_OGCPHS"
"RF_R33701","R33701","ANZ-NZ-Auckland-188 Quay Street PWC Tower_R337","LB_R337","LE_PS0143","BU_OGSUBS"
"RF_H34001","H34001","ANZ-AUS-VIC-572 Swan Street_H340","LB_H340","LE_IF1838","BU_OGHQTR"
"RF_H62210","H62210","AUS-AU-Melbourne-572 Swan Street Burnley_H622","LB_H622","LE_OG1145","BU_OGHQTR"
"RF_H63701","H63701","AUS-AU-Melbourne-572 Swan Street Burnley_H637","LB_H637","LE_OG1145","BU_OGHQTR"
"RF_502H01","502H01","ANZ-AU-West Perth-Ground Floor, Zurich House, 66 Kings Park Rd._BH5020_502H","LB_502H","LE_BH5020","BU_OGHQTR"
"RF_111F01","111F01","ANZ-AU-Perth-Level 7, 256 St Georges Terrace_111F","LB_111F","LE_BH5020","BU_OGDRIL"
"RF_H64201","H64201","ANZ-AU-Perth-216 St Georges Terrace Level 14_H642","LB_H642","LE_OG1167","BU_OGHQTR"
"RF_YSZ601","YSZ601","ANZ-AU-Son-Ekkersrijt 2052, 5692 BA _YSZ6","LB_YSZ6","LE_LE0006","BU_OGMEAS"
"RF_501701","501701","ANZ-AU-BAKER-LB_5017","LB_5017","LE_BH5015","BU_OGDRIL"
"RF_501B01","501B01","ANZ-AU-BAKER-LB_501B","LB_501B","LE_BH5015","BU_OGOFSV"
"RF_501D01","501D01","ANZ-AU-BAKER-LB_501D","LB_501D","LE_BH5015","BU_OGMEAS"
"RF_502601","502601","ANZ-AU-BAKER-LB_5026","LB_5026","LE_BH5020","BU_OGDRIL"
"RF_502A01","502A01","ANZ-AU-BAKER-LB_502A","LB_502A","LE_BH5020","BU_OGOFSV"
"RF_502D01","502D01","ANZ-AU-BAKER-LB_502D","LB_502D","LE_BH5020","BU_OGMEAS"
"RF_510201","510201","ANZ-AU-BAKER-LB_5102","LB_5102","LE_BH5020","BU_OGDRIL"
"RF_536501","536501","ANZ-AU-BAKER-LB_5365","LB_5365","LE_BH5365","BU_OGDRIL"
"RF_537501","537501","ANZ-AU-BAKER-LB_5375","LB_5375","LE_BH1365","BU_OGDRIL"
"RF_539501","539501","ANZ-AU-BAKER-LB_5395","LB_5395","LE_BH5020","BU_OGDRIL"
"RF_541001","541001","ANZ-AU-BAKER-LB_5410","LB_5410","LE_BH5020","BU_OGDRIL"
"RF_547501","547501","ANZ-AU-BAKER-LB_5475","LB_5475","LE_BH5020","BU_OGDRIL"
"RF_547E01","547E01","ANZ-AU-BAKER-LB_547E","LB_547E","LE_BH5020","BU_OGMEAS"
"RF_M16301","M16301","ANZ-NZ-Christchurch-01_ME_LB_B452","LB_M163","LE_I10471","BU_OGMEAS"
"RF_H37208","H37208","ANZ-NZ-NEW PLYMOUTH-53 HILL ROAD-LB_H372","LB_H372","LE_IF1828","BU_OGHQTR"
"RF_R18507","R18507","ANZ-NZ-NEW PLYMOUTH-53 HILL ROAD-LB_R185","LB_R185","LE_IF1828","BU_OGSUBS"
"RF_512H01","512H01","ANZ-NZ-Auckland-52 Fremlin Place, Avondale_BH5125_512H","LB_512H","LE_BH5125","BU_OGHQTR"
"RF_512501","512501","ANZ-NZ-BAKER-LB_5125","LB_5125","LE_BH5125","BU_OGDRIL"
"RF_512A01","512A01","ANZ-NZ-BAKER-LB_512A","LB_512A","LE_BH5125","BU_OGOFSV"
"RF_512D01","512D01","ANZ-NZ-BAKER-LB_512D","LB_512D","LE_BH5125","BU_OGMEAS"
"RF_545101","545101","ANZ-NZ-BAKER-LB_5451","LB_5451","LE_BH5125","BU_OGDRIL"
"RF_H37209","H37209","ANZ-PG-PAPUA NEW GUINEA, PNG-LAGIFU RIDGE CAMP-LB_H372","LB_H372","LE_IF1828","BU_OGHQTR"
"RF_R18508","R18508","ANZ-PG-PAPUA NEW GUINEA, PNG-LAGIFU RIDGE CAMP-LB_R185","LB_R185","LE_IF1828","BU_OGSUBS"
"RF_R18922","R18922","ANZ-PG-PAPUA NEW GUINEA, PNG-LAGIFU RIDGE CAMP-LB_R189","LB_R189","LE_IF1832","BU_OGSUBS"
"RF_H07163","H07163","ANZ-PG-Port Moresby-PNG-C Ashurst Png Lvl 4 Mogoru Moto Bldg, Champin Parade Nat Capital Dist_IF1909-H071","LB_H071","LE_I10234","BU_OGHQTR"
"RF_M02563","M02563","ANZ-PG-Port Moresby-PNG-C Ashurst Png Lvl 4 Mogoru Moto Bldg, Champin Parade Nat Capital Dist_IF1909-M025","LB_M025","LE_I10234","BU_OGMEAS"
"RF_M43563","M43563","ANZ-PG-Port Moresby-PNG-C Ashurst Png Lvl 4 Mogoru Moto Bldg, Champin Parade Nat Capital Dist_IF1909-M435","LB_M435","LE_I10234","BU_OGMEAS"
"RF_R33663","R33663","ANZ-PG-Port Moresby-PNG-C Ashurst Png Lvl 4 Mogoru Moto Bldg, Champin Parade Nat Capital Dist_IF1909-R336","LB_R336","LE_I10234","BU_OGSUBS"
"RF_S11563","S11563","ANZ-PG-Port Moresby-PNG-C Ashurst Png Lvl 4 Mogoru Moto Bldg, Champin Parade Nat Capital Dist_IF1909-S115","LB_S115","LE_I10234","BU_OGSUBS"
"RF_T06463","T06463","ANZ-PG-Port Moresby-PNG-C Ashurst Png Lvl 4 Mogoru Moto Bldg, Champin Parade Nat Capital Dist_IF1909-T064","LB_T064","LE_I10234","BU_OGTBMS"
"RF_U05863","U05863","ANZ-PG-PAPUA NEW GUINEA, PNG-PORT MORESBY NATL CAP DIST-LE_IF1909-LB_U058","LB_U058","LE_I10234","BU_OGTBMS"
"RF_01PN01","01PN01","ANZ-PG-Port Mooresby-Dentons Png , Level 5 Bsp Haus, Harbour City_01PN","LB_01PN","LE_OG1198","BU_OGSUBS"
"RF_02PN01","02PN01","ANZ-PG-Port Mooresby-Dentons Png , Level 5 Bsp Haus, Harbour City_02PN","LB_02PN","LE_OG1198","BU_OGTBMS"
"RF_03PN01","03PN01","ANZ-PG-Port Mooresby-Dentons Png , Level 5 Bsp Haus, Harbour City_03PN","LB_03PN","LE_OG1198","BU_OGBHCS"
"RF_04PN01","04PN01","ANZ-PG-Port Mooresby-Dentons Png , Level 5 Bsp Haus, Harbour City_04PN","LB_04PN","LE_OG1198","BU_OGMEAS"
"RF_HQPN01","HQPN01","ANZ-PG-Port Mooresby-Dentons Png , Level 5 Bsp Haus, Harbour City_HQPN","LB_HQPN","LE_OG1198","BU_OGHQTR"
"RF_501702","501702","ANZ-PG-BAKER-LB_5017","LB_5017","LE_BH5015","BU_OGDRIL"
"RF_501B02","501B02","ANZ-PG-BAKER-LB_501B","LB_501B","LE_BH5015","BU_OGOFSV"
"RF_501H01","501H01","ANZ-PG-BAKER-Port Moresby, NCD 121__501H","LB_501H","LE_BH5015","BU_OGHQTR"
"RF_549E02","549E02","ANZ-PG-BAKER-LB_549E","LB_549E","LE_BH1425","BU_OGMEAS"
"RF_H12001","H12001","ASEAN-IND-Batam-01_ME_LB_HQID1","LB_H120","LE_BR1124","BU_OGHQTR"
"RF_H12101","H12101","ASEAN-IND-Batam-01_ME_LB_HQGE1","LB_H121","LE_I10199","BU_OGHQTR"
"RF_H13801","H13801","ASEAN-IND-Batam-01_ME_LB_HQVGI","LB_H138","LE_IF1238","BU_OGHQTR"
"RF_R07401","R07401","ASEAN-IND-Batam-01_ME_LB_DPA02","LB_R074","LE_IF1238","BU_OGSUBS"
"RF_S04101","S04101","ASEAN-IND-Batam-01_ME_LB_DPS02","LB_S041","LE_IF1238","BU_OGSUBS"
"RF_T11201","T11201","ASEAN-IND-Batam-01_ME_LB_INID3","LB_T112","LE_IF1238","BU_OGTBMS"
"RF_U10501","U10501","ASEAN-IND-Batam-01_ME_LB_INID1","LB_U105","LE_BR1124","BU_OGTBMS"
"RF_U10601","U10601","ASEAN-IND-Batam-01_ME_LB_FSGE1","LB_U106","LE_I10199","BU_OGTBMS"
"RF_U11201","U11201","ASEAN-IND-Batam-01_ME_LB_SOVIF","LB_U112","LE_IF1238","BU_OGTBMS"
"RF_S15501","S15501","ASEAN-IND-Jakarta Selatan-Wisma Staco 6th Floor Jalan Casablanca Kav. 18-LB_S155","LB_S155","LE_IF1803","BU_OGSUBS"
"RF_702001","702001","ASEAN-IND-Jakarta-01-colo_ME_LB_B294","LB_7020","LE_I10199","BU_OGMEAS"
"RF_702003","702003","ASE-ID-Jakarta Selatan-South Quarter Building, Tower B, 18-19 floor Jl. R.A Kartini Kav. 8, Cilandak Barat_7020","LB_7020","LE_I10199","BU_OGMEAS"
"RF_R15301","R15301","ASEAN-IND-Jakarta-01-colo_ME_LB_WDG07","LB_R153","LE_IF1801","BU_OGDRIL"
"RF_R15401","R15401","ASEAN-IND-Jakarta-01-colo_ME_LB_WDG08","LB_R154","LE_IF1802","BU_OGDRIL"
"RF_R15501","R15501","ASEAN-IND-Jakarta-01-colo_ME_LB_WDG09","LB_R155","LE_IF1803","BU_OGSUBS"
"RF_R35701","R35701","ASEAN-IND-Duri-Jl. Raya Duri Dumai KM 3.5 no. 888 Kulim_R357","LB_R357","LE_IF1238","BU_OGDRIL"
"RF_565001","565001","ASEAN-ID-0Jakarta-So Quater Tower B, Lantai 18-19, Jl. R.A Kartini Kav, 8, Kelurahan Cilandak Barat30_5650","LB_5650","LE_IF1238","BU_OGDRIL"
"RF_702X01","702X01","ASEAN-ID-JAKARTA SELATAN-SO QUATER TOWER B, LANTAI 18-19, JL. R.A KARTINI KAV, 8, KELURAHAN CILANDAK BARAT_702X","LB_702X","LE_IF1802","BU_OGMEAS"
"RF_508101","508101","ASEAN-ID-BAKER-LB_5081","LB_5081","LE_BH5095","BU_OGDRIL"
"RF_508201","508201","ASEAN-ID-BAKER_5082","LB_5082","LE_BH7045","BU_OGDRIL"
"RF_509201","509201","ASEAN-ID-BAKER-LB_5092","LB_5092","LE_BH5185","BU_OGDRIL"
"RF_509501","509501","ASEAN-ID-BAKER-LB_5095","LB_5095","LE_BH5095","BU_OGDRIL"
"RF_509A01","509A01","ASEAN-ID-BAKER-LB_509A","LB_509A","LE_BH5095","BU_OGOFSV"
"RF_509D01","509D01","ASEAN-ID-BAKER-LB_509D","LB_509D","LE_BH5095","BU_OGMEAS"
"RF_509H01","509H01","ASEAN-ID-BAKER-Jakarta-Cilandak KKO_509H","LB_509H","LE_BH5095","BU_OGHQTR"
"RF_518601","518601","ASEAN-ID-BAKER-LB_5186","LB_5186","LE_BH5185","BU_OGDRIL"
"RF_518A01","518A01","ASEAN-ID-BAKER-LB_518A","LB_518A","LE_BH5185","BU_OGOFSV"
"RF_531101","531101","ASEAN-ID-BAKER-LB_5311","LB_5311","LE_BH5310","BU_OGDRIL"
"RF_538001","538001","ASEAN-ID-BAKER-LB_5380","LB_5380","LE_BH5380","BU_OGDRIL"
"RF_538101","538101","ASEAN-ID-BAKER_5381","LB_5381","LE_BH1030","BU_OGDRIL"
"RF_538501","538501","ASEAN-ID-BAKER-LB_5385","LB_5385","LE_BH7045","BU_OGDRIL"
"RF_544101","544101","ASEAN-ID-BAKER-LB_5441","LB_5441","LE_BH5440","BU_OGDRIL"
"RF_544A01","544A01","ASEAN-ID-BAKER-LB_544A","LB_544A","LE_BH5440","BU_OGOFSV"
"RF_544D01","544D01","ASEAN-ID-BAKER-LB_544D","LB_544D","LE_BH5440","BU_OGMEAS"
"RF_544H01","544H01","ASEAN-ID-BAKER-Jakarta-Beltway Office Park 5th Floor_544H","LB_544H","LE_BH5440","BU_OGHQTR"
"RF_552301","552301","ASEAN-ID-BAKER_5523","LB_5523","LE_BH8022","BU_OGDRIL"
"RF_552501","552501","ASEAN-ID-BAKER-LB_5525","LB_5525","LE_BH5525","BU_OGDRIL"
"RF_701001","701001","ASEAN-MAL-Kemaman-02-colo_ME_LB_B291","LB_7010","LE_I00166","BU_OGMEAS"
"RF_M02701","M02701","ASEAN-MAL-Kemaman-02-colo_ME_LB_DR232","LB_M027","LE_A01098","BU_OGTBMS"
"RF_M24701","M24701","ASEAN-MAL-Kemaman-02-colo_ME_LB_DR235","LB_M247","LE_I00166","BU_OGTBMS"
"RF_MF1401","MF1401","ASEAN-MAL-Kemaman-02-colo_LE_BR0416","LB_MF14","LE_BR0416","BU_OGMEAS"
"RF_E41201","E41201","ASEAN-MY-Kuala Lumpur-No. 203, Level 38, NU Tower 2, Jalan Tun Sambanthan_I00166_E412","LB_E412","LE_I00166","BU_OGCPHS"
"RF_H01901","H01901","ASEAN-MAL-KualLumpur-01-colo_ME_LB_P367","LB_H019","LE_A01116","BU_OGHQTR"
"RF_H03501","H03501","ASEAN-MAL-KualLumpur-01-colo_LE_I00166","LB_H035","LE_I00166","BU_OGHQTR"
"RF_H03601","H03601","ASEAN-MAL-KualLumpur-01-colo_ME_LB_HQML2","LB_H036","LE_I00166","BU_OGHQTR"
"RF_H07167","H07167","ASEAN-MY-Kuala Lumpur-Level 38, NU Tower 2, No 203, Jalan Tun Sambanthan_PS0005-H071","LB_H071","LE_I10234","BU_OGHQTR"
"RF_H10301","H10301","ASEAN-MAL-KualLumpur-01-colo_LE_PS0005","LB_H103","LE_PS0005","BU_OGHQTR"
"RF_H16001","H16001","ASEAN-MAL-KualLumpur-01-colo_ME_LB_DPF06","LB_H160","LE_IF1262","BU_OGHQTR"
"RF_M00901","M00901","ASEAN-MAL-KualLumpur-01-colo_ME_LB_HQPM1","LB_M009","LE_PS0095","BU_OGMEAS"
"RF_M02567","M02567","ASEAN-MY-Kuala Lumpur-Level 38, NU Tower 2, No 203, Jalan Tun Sambanthan_PS0005-M025","LB_M025","LE_I10234","BU_OGMEAS"
"RF_M18601","M18601","ASEAN-MAL-KualLumpur-01-colo_ME_LB_P349","LB_M186","LE_A01116","BU_OGMEAS"
"RF_M43567","M43567","ASEAN-MY-Kuala Lumpur-Level 38, NU Tower 2, No 203, Jalan Tun Sambanthan_PS0005-M435","LB_M435","LE_I10234","BU_OGMEAS"
"RF_R10701","R10701","ASEAN-MAL-KualLumpur-01-colo_ME_LB_DPS06","LB_R107","LE_IF1262","BU_OGSUBS"
"RF_R24901","R24901","ASEAN-MAL-KualLumpur-01-colo_ME_LB_LK71","LB_R249","LE_OG1055","BU_OGDRIL"
"RF_R33667","R33667","ASEAN-MY-Kuala Lumpur-Level 38, NU Tower 2, No 203, Jalan Tun Sambanthan_PS0005-R336","LB_R336","LE_I10234","BU_OGSUBS"
"RF_S05801","S05801","ASEAN-MAL-KualLumpur-01-colo_ME_LB_DPB06","LB_S058","LE_IF1262","BU_OGSUBS"
"RF_S11567","S11567","ASEAN-MY-Kuala Lumpur-Level 38, NU Tower 2, No 203, Jalan Tun Sambanthan_PS0005-S115","LB_S115","LE_I10234","BU_OGSUBS"
"RF_S57101","S57101","ASEAN-MAL-KualLumpur-01-colo_ME_LB_SSMA1","LB_S571","LE_I00166","BU_OGSUBS"
"RF_T03201","T03201","ASEAN-MAL-KualLumpur-01-colo_ME_LB_INMA2","LB_T032","LE_I00166","BU_OGTBMS"
"RF_T03301","T03301","ASEAN-MAL-KualLumpur-01-colo_LE_I00166","LB_T033","LE_I00166","BU_OGTBMS"
"RF_T06467","T06467","ASEAN-MY-Kuala Lumpur-Level 38, NU Tower 2, No. 203, Jalan Tun Sambanthan_PS0005-T064","LB_T064","LE_I10234","BU_OGTBMS"
"RF_T09601","T09601","ASEAN-MAL-KualLumpur-01-colo_LE_PS0005","LB_T096","LE_PS0005","BU_OGTBMS"
"RF_U01901","U01901","ASEAN-MAL-KualLumpur-01-colo_ME_LB_P373","LB_U019","LE_A01116","BU_OGTBMS"
"RF_U03001","U03001","ASEAN-MAL-KualLumpur-01-colo_ME_LB_TSPMC","LB_U030","LE_I00166","BU_OGTBMS"
"RF_U05867","U05867","ASEAN-MAL-KualLumpur-01-colo-LE_PS0005-LB_U058","LB_U058","LE_I10234","BU_OGTBMS"
"RF_U09001","U09001","ASEAN-MAL-KualLumpur-01-colo_LE_PS0005","LB_U090","LE_PS0005","BU_OGTBMS"
"RF_505H01","505H01","ASEAN-MY-Kuala Lumpur-25th floor, Menara Tan and Tan_BH5050_505H","LB_505H","LE_BH5050","BU_OGHQTR"
"RF_504501","504501","ASEAN-MY-BAKER-LB_5045","LB_5045","LE_BH5045","BU_OGDRIL"
"RF_504Q01","504Q01","ASEAN-MY-BAKER-Kuala Lumpur-Jalan Tun Razak-  Menara Tan & Tan 25fl_504Q","LB_504Q","LE_BH5045","BU_OGHQTR"
"RF_505201","505201","ASEAN-MY-BAKER-LB_5052","LB_5052","LE_BH5050","BU_OGDRIL"
"RF_505301","505301","ASEAN-MY-BAKER-LB_5053","LB_5053","LE_BH5050","BU_OGDRIL"
"RF_505501","505501","ASEAN-MY-BAKER-LB_5055","LB_5055","LE_BH5055","BU_OGDRIL"
"RF_505A01","505A01","ASEAN-MY-BAKER-LB_505A","LB_505A","LE_BH5050","BU_OGOFSV"
"RF_505B01","505B01","ASEAN-MY-BAKER-LB_505B","LB_505B","LE_BH5055","BU_OGOFSV"
"RF_505D01","505D01","ASEAN-MY-BAKER-LB_505D","LB_505D","LE_BH5050","BU_OGMEAS"
"RF_506101","506101","ASEAN-MY-BAKER-LB_5061","LB_5061","LE_BH5060","BU_OGDRIL"
"RF_511501","511501","ASEAN-MY-BAKER-LB_5115","LB_5115","LE_BH5115","BU_OGDRIL"
"RF_511A01","511A01","ASEAN-MY-BAKER-LB_511A","LB_511A","LE_BH5115","BU_OGOFSV"
"RF_528H01","528H01","ASEAN-MY-BAKER-Kuala Lumpur-25th floor, Menara Tan and Tan_528H","LB_528H","LE_BH5325","BU_OGHQTR"
"RF_532801","532801","ASEAN-MY-BAKER-LB_5328","LB_5328","LE_BH5325","BU_OGDRIL"
"RF_544501","544501","ASEAN-MY-BAKER-LB_5445","LB_5445","LE_BH5445","BU_OGDRIL"
"RF_544B01","544B01","ASEAN-MY-BAKER-LB_544B","LB_544B","LE_BH5445","BU_OGOFSV"
"RF_544E01","544E01","ASEAN-MY-BAKER-LB_544E","LB_544E","LE_BH5445","BU_OGMEAS"
"RF_548501","548501","ASEAN-MY-BAKER-LB_5485","LB_5485","LE_BH5485","BU_OGDRIL"
"RF_548D01","548D01","ASEAN-MY-BAKER-LB_548D","LB_548D","LE_BH5485","BU_OGMEAS"
"RF_556501","556501","ASEAN-MY-BAKER-LB_5565","LB_5565","LE_BH5565","BU_OGDRIL"
"RF_556A01","556A01","ASEAN-MY-BAKER-LB_556A","LB_556A","LE_BH5565","BU_OGOFSV"
"RF_704001","704001","ASEAN-PHL-Taguig-01-colo_ME_LB_B293","LB_7040","LE_I00370","BU_OGMEAS"
"RF_M16601","M16601","ASEAN-PHL-Taguig-01-colo_ME_LB_B485","LB_M166","LE_PS0060","BU_OGMEAS"
"RF_546501","546501","ASEAN-PH-BAKER-LB_5465","LB_5465","LE_BH9022","BU_OGDRIL"
"RF_546D01","546D01","ASEAN-PH-BAKER-LB_546D","LB_546D","LE_BH9022","BU_OGMEAS"
"RF_547101","547101","ASEAN-PH-BAKER-LB_5471","LB_5471","LE_BH5470","BU_OGDRIL"
"RF_547D01","547D01","ASEAN-PH-BAKER-LB_547D","LB_547D","LE_BH5470","BU_OGMEAS"
"RF_E40701","E40701","ASEAN-SIN-Singapore-2 Benoi Rd Jurong Town_E407","LB_E407","LE_IF1241","BU_OGCPHS"
"RF_H04501","H04501","ASEAN-SIN-Singapore-03_LE_BR2021","LB_H045","LE_BR2021","BU_OGHQTR"
"RF_H07104","H07104","ASEAN-SG-Singapore-No. 2, Benoi Road_BR2021-H071","LB_H071","LE_I10234","BU_OGHQTR"
"RF_H14501","H14501","ASEAN-SIN-Singapore-03_ME_LB_DPL05","LB_H145","LE_IF1241","BU_OGHQTR"
"RF_H16901","H16901","ASEAN-SIN-SINGAPORE-2-BENOI ROAD-LB_H169","LB_H169","LE_IF1564","BU_OGHQTR"
"RF_M02504","M02504","ASEAN-SG-Singapore-No. 2, Benoi Road_BR2021-M025","LB_M025","LE_I10234","BU_OGMEAS"
"RF_M43504","M43504","ASEAN-SG-Singapore-No. 2, Benoi Road_BR2021-M435","LB_M435","LE_I10234","BU_OGMEAS"
"RF_R07901","R07901","ASEAN-SIN-Singapore-2 Benoi Rd 629876_R079","LB_R079","LE_IF1241","BU_OGSUBS"
"RF_R08101","R08101","ASEAN-SIN-Singapore-2 Benoi Rd 629876_R081","LB_R081","LE_IF1241","BU_OGDRIL"
"RF_R12701","R12701","ASEAN-SIN-SINGAPORE-2-BENOI ROAD-LB_R127","LB_R127","LE_IF1564","BU_OGDRIL"
"RF_R16801","R16801","ASEAN-SIN-Singapore-2 Benoi Rd_R168","LB_R168","LE_IF1814","BU_OGDRIL"
"RF_R16901","R16901","ASEAN-SIN-Singapore-03_ME_LB_WDG61","LB_R169","LE_IF1815","BU_OGDRIL"
"RF_R33604","R33604","ASEAN-SG-Singapore-No. 2, Benoi Road_BR2021-R336","LB_R336","LE_I10234","BU_OGSUBS"
"RF_S11504","S11504","ASEAN-SG-Singapore-No. 2, Benoi Road_BR2021-S115","LB_S115","LE_I10234","BU_OGSUBS"
"RF_S56401","S56401","ASEAN-SIN-SINGAPORE-2-BENOI ROAD-LB_S564","LB_S564","LE_IF1564","BU_OGSUBS"
"RF_T04001","T04001","ASEAN-SIN-Singapore-03_LE_BR2021","LB_T040","LE_BR2021","BU_OGTBMS"
"RF_T06494","T06494","ASEAN-SG-Singapore-No. 2, Benoi Road_BR2021-T064","LB_T064","LE_I10234","BU_OGTBMS"
"RF_U03401","U03401","ASEAN-SIN-Singapore-03_LE_BR2021","LB_U034","LE_BR2021","BU_OGTBMS"
