"NAME","NATURAL_NODE_NAME","DESCRIPTION","ASSOCIATED_LB","ASSOCIATED_LE","ASSOCIATED_BU"
"RF_U05804","U05804","ASEAN-SIN-Singapore-03-LE_BR2021-LB_U058","LB_U058","LE_I10234","BU_OGTBMS"
"RF_H03301","H03301","ASEAN-SIN-Singapore-05-colo_ME_LB_HQBR","LB_H033","LE_BR0396","BU_OGHQTR"
"RF_H13901","H13901","ASEAN-SIN-Singapore-05-colo_ME_LB_DPF03","LB_H139","LE_IF1239","BU_OGHQTR"
"RF_H17501","H17501","ASEAN-SIN-Singapore-05-colo_ME_LB_HQSN","LB_H175","LE_BR0424","BU_OGHQTR"
"RF_H18901","H18901","ASEAN-SIN-Singapore-05-colo_LE_BR1122","LB_H189","LE_BR1122","BU_OGHQTR"
"RF_M10801","M10801","ASEAN-SIN-Singapore-05-colo_ME_LB_POSG","LB_M108","LE_BR0424","BU_OGMEAS"
"RF_R02201","R02201","ASEAN-SIN-Singapore-05-colo_LE_BR0396","LB_R022","LE_BR0396","BU_OGSUBS"
"RF_R07601","R07601","ASEAN-SIN-Singapore-05-colo_ME_LB_DPS03","LB_R076","LE_IF1239","BU_OGDRIL"
"RF_R21201","R21201","ASEAN-SIN-Singapore-05-colo_ME_LB_DPS51","LB_R212","LE_BR1122","BU_OGSUBS"
"RF_S04201","S04201","ASEAN-SIN-Singapore-05-colo_ME_LB_DPB03","LB_S042","LE_IF1239","BU_OGSUBS"
"RF_S04501","S04501","ASEAN-SIN-Singapore-05-colo_ME_LB_DPX05","LB_S045","LE_IF1241","BU_OGSUBS"
"RF_S39601","S39601","ASEAN-SIN-Singapore-05-colo_ME_LB_DPO45","LB_S396","LE_BR0396","BU_OGSUBS"
"RF_T03101","T03101","ASEAN-SIN-Singapore-05-colo_ME_LB_PTSBR","LB_T031","LE_BR0396","BU_OGTBMS"
"RF_T11801","T11801","ASEAN-SIN-Singapore-05-colo_ME_LB_PRSG","LB_T118","LE_BR0424","BU_OGTBMS"
"RF_TX5001","TX5001","ASEAN-SIN-Singapore-05-colo_LE_BR1122","LB_TX50","LE_BR1122","BU_OGTBMS"
"RF_U02701","U02701","ASEAN-SIN-Singapore-05-colo_ME_LB_SOBR","LB_U027","LE_BR0396","BU_OGTBMS"
"RF_U02801","U02801","ASEAN-SIN-Singapore-05-colo_ME_LB_DPE45","LB_U028","LE_BR0396","BU_OGTBMS"
"RF_U11701","U11701","ASEAN-SIN-Singapore-05-colo_ME_LB_PTSSJ","LB_U117","LE_BR0424","BU_OGTBMS"
"RF_U16201","U16201","ASEAN-SIN-Singapore-05-colo_LE_I00160","LB_U162","LE_I00160","BU_OGTBMS"
"RF_700001","700001","ASEAN-SIN-Singapore-06_ME_LB_B285","LB_7000","LE_DRS025","BU_OGMEAS"
"RF_720001","720001","ASEAN-SIN-Singapore-06_ME_LB_B289","LB_7200","LE_I10487","BU_OGMEAS"
"RF_720003","720003","ASE-SG-Singapore-11 North Buona Vista Drive #09-00 The Metropolis_7200","LB_7200","LE_I10487","BU_OGMEAS"
"RF_H14301","H14301","ASEAN-SIN-Singapore-06_ME_LB_DPC51","LB_H143","LE_BR2095","BU_OGHQTR"
"RF_M04901","M04901","ASEAN-SIN-Singapore-06_ME_LB_DR224","LB_M049","LE_DRS025","BU_OGTBMS"
"RF_M40901","M40901","ASEAN-SIN-Singapore-06_ME_LB_B296","LB_M409","LE_I00160","BU_OGMEAS"
"RF_T11301","T11301","ASEAN-SIN-Singapore-06_ME_LB_CAM15","LB_T113","LE_IF1241","BU_OGTBMS"
"RF_T06410","T06410","ASEAN-SIN-Singapore-07_ME_LB_DSKL1","LB_T064","LE_I10234","BU_OGTBMS"
"RF_720X01","720X01","ASEAN-SIN-Singapore  138589 Singapore-11 North Buona Vista Drive Level 9, The Metropolis-LB_720X","LB_720X","LE_DRS025","BU_OGMEAS"
"RF_S62301","S62301","ASEAN-SG-Singapore-11 North Buona Vista Drive_S623","LB_S623","LE_DRS025","BU_OGSUBS"
"RF_504H01","504H01","ASEAN-SG-Singapore-273, Jalan Ahmad Ibrahim_BH5040_504H","LB_504H","LE_BH5040","BU_OGHQTR"
"RF_504101","504101","ASEAN-SG-BAKER-LB_5041","LB_5041","LE_BH5040","BU_OGDRIL"
"RF_504A01","504A01","ASEAN-SG-BAKER-LB_504A","LB_504A","LE_BH5040","BU_OGOFSV"
"RF_504D01","504D01","ASEAN-SG-BAKER-LB_504D","LB_504D","LE_BH5040","BU_OGMEAS"
"RF_536101","536101","ASEAN-SG-BAKER-LB_5361","LB_5361","LE_BH5360","BU_OGDRIL"
"RF_536H01","536H01","ASEAN-SG-BAKER-Singapore-80 Anson Road_536H","LB_536H","LE_BH5360","BU_OGHQTR"
"RF_542101","542101","ASEAN-SG-BAKER-LB_5421","LB_5421","LE_BH5420","BU_OGDRIL"
"RF_542D01","542D01","ASEAN-SG-BAKER-LB_542D","LB_542D","LE_BH5420","BU_OGMEAS"
"RF_542H01","542H01","ASEAN-SG-BAKER-Singapore-No 17 Tuas Ave 3_542H","LB_542H","LE_BH5420","BU_OGHQTR"
"RF_549501","549501","ASEAN-SG-BAKER-LB_5495","LB_5495","LE_BH1425","BU_OGDRIL"
"RF_549601","549601","ASEAN-SG-BAKER_5496","LB_5496","LE_BH8008","BU_OGDRIL"
"RF_549B01","549B01","ASEAN-SG-BAKER-LB_549B","LB_549B","LE_BH1425","BU_OGOFSV"
"RF_549C01","549C01","ASEAN -SG-BAKER_549C","LB_549C","LE_BH8008","BU_OGMEAS"
"RF_549E01","549E01","ASEAN-SG-BAKER-LB_549E","LB_549E","LE_BH1425","BU_OGMEAS"
"RF_H06701","H06701","ASEAN-THL-Bangkok-01-colo_LE_BR2120","LB_H067","LE_BR2120","BU_OGHQTR"
"RF_H07126","H07126","ASEAN-TH-Bangkok-7 flr Capital Tower-All Seasons Pl, 87/1 Wireless Rd-Lumpini , Phatumwan_BR2120-H071","LB_H071","LE_I10234","BU_OGHQTR"
"RF_M02526","M02526","ASEAN-TH-Bangkok-7 flr Capital Tower-All Seasons Pl, 87/1 Wireless Rd-Lumpini , Phatumwan_BR2120-M025","LB_M025","LE_I10234","BU_OGMEAS"
"RF_M43526","M43526","ASEAN-TH-Bangkok-7 flr Capital Tower-All Seasons Pl, 87/1 Wireless Rd-Lumpini , Phatumwan_BR2120-M435","LB_M435","LE_I10234","BU_OGMEAS"
"RF_R33626","R33626","ASEAN-TH-Bangkok-7 flr Capital Tower-All Seasons Pl, 87/1 Wireless Rd-Lumpini , Phatumwan_BR2120-R336","LB_R336","LE_I10234","BU_OGSUBS"
"RF_S01601","S01601","ASEAN-THL-Bangkok-01-colo_ME_LB_DPB09","LB_S016","LE_BR0437","BU_OGSUBS"
"RF_S11526","S11526","ASEAN-TH-Bangkok-7 flr Capital Tower-All Seasons Pl, 87/1 Wireless Rd-Lumpini , Phatumwan_BR2120-S115","LB_S115","LE_I10234","BU_OGSUBS"
"RF_T06201","T06201","ASEAN-THL-Bangkok-01-colo_LE_BR2120","LB_T062","LE_BR2120","BU_OGTBMS"
"RF_T06426","T06426","ASEAN-TH-Bangkok-7 flr-Capital Tower-All Seasons Pl, 87/1 Wireless Rd-Lumpini , Phatumwan_BR2120-T064","LB_T064","LE_I10234","BU_OGTBMS"
"RF_U05601","U05601","ASEAN-THL-Bangkok-01-colo_LE_BR2120","LB_U056","LE_BR2120","BU_OGTBMS"
"RF_U05826","U05826","ASEAN-THL-Bangkok-01-colo-LE_BR2120-LB_U058","LB_U058","LE_I10234","BU_OGTBMS"
"RF_709001","709001","ASEAN-THL-Rayong-02_ME_LB_B500","LB_7090","LE_PS0066","BU_OGMEAS"
"RF_M01901","M01901","ASEAN-THL-Rayong-02_LE_BR0437","LB_M019","LE_BR0437","BU_OGMEAS"
"RF_H11601","H11601","ASEAN-THL-Sattahip-01_LE_BR0437","LB_H116","LE_BR0437","BU_OGHQTR"
"RF_R02701","R02701","ASEAN-THL-Sattahip-01_ME_LB_DPS09","LB_R027","LE_A01099","BU_OGSUBS"
"RF_R02801","R02801","ASEAN-THL-Sattahip-01_LE_BR0437","LB_R028","LE_BR0437","BU_OGDRIL"
"RF_R31703","R31703","ASE-TH-Bangkok-Capital Tower-All Seasons Place 87/1 Wireless Road, Lumpini, Phatumwan_R317","LB_R317","LE_BR0437","BU_OGDRIL"
"RF_S01201","S01201","ASEAN-THL-Sattahip-01_LE_BR0437","LB_S012","LE_BR0437","BU_OGTBMS"
"RF_T10501","T10501","ASEAN-THL-Sattahip-01_ME_LB_INTH1","LB_T105","LE_BR0437","BU_OGTBMS"
"RF_T10503","T10503","ASE-TH-Bangkok-Capital Tower-All Seasons Place 87/1 Wireless Road, Lumpini, Phatumwan_T105","LB_T105","LE_BR0437","BU_OGTBMS"
"RF_U10001","U10001","ASEAN-THL-Sattahip-01_ME_LB_SOTH1","LB_U100","LE_BR0437","BU_OGTBMS"
"RF_U10003","U10003","ASE-TH-Bangkok-Capital Tower-All Seasons Place 87/1 Wireless Road, Lumpini, Phatumwan_U100","LB_U100","LE_BR0437","BU_OGTBMS"
"RF_R16902","R16902","ASEAN-THL-Amphur Sattahip-2002/1 Moo 2, Samaesarn, Chonburi, Sattahip Navy Base A_R169","LB_R169","LE_IF1815","BU_OGDRIL"
"RF_R15201","R15201","ASEAN-THL-Songkhla-03_ME_LB_WDG06","LB_R152","LE_IF1800","BU_OGDRIL"
"RF_R16904","R16904","ASEAN-THL-Songkia-37 Moo 2 Baanhuakhea, Chingkhao Sub district, Singhanakorn District B_R169","LB_R169","LE_IF1815","BU_OGDRIL"
"RF_R16903","R16903","ASEAN-THL-Bangkok-25th Fl., CRC Tower, All Seasons Place, 87-2 Wireless Road_R169","LB_R169","LE_IF1815","BU_OGDRIL"
"RF_H38101","H38101","ASEAN-THL-Bangkok-Wireless Road, Lumpini, Pathumwan, 87/1 Capital Tower, 7Th Flr, All Seasons Place_H381","LB_H381","LE_A01099","BU_OGHQTR"
"RF_S02001","S02001","ASEAN-THL-Bangkok-Wireless Road, Lumpini, Pathumwan, 87/1 Capital Tower, 7Th Flr, All Seasons Place_S020","LB_S020","LE_PS0066","BU_OGSUBS"
"RF_H50501","H50501","ASEAN-THL-Rayong  21150 Thailand-267/373 Sukhumvit Road Map Ta Phut, Muang Rayong District-LB_H505","LB_H505","LE_PS0066","BU_OGHQTR"
"RF_R40301","R40301","ASEAN-THL-Rayong  21150 Thailand-267/373 Sukhumvit Road Map Ta Phut, Muang Rayong District-LB_R403","LB_R403","LE_PS0066","BU_OGDRIL"
"RF_T63401","T63401","ASEAN-THL-Rayong  21150 Thailand-267/373 Sukhumvit Road Map Ta Phut, Muang Rayong District_T634","LB_T634","LE_PS0066","BU_OGTBMS"
"RF_T80701","T80701","ASEAN-THL-Rayong  21150 Thailand-267/373 Sukhumvit Road Map Ta Phut, Muang Rayong District-LB_T807","LB_T807","LE_BR2091","BU_OGTBMS"
"RF_U31001","U31001","ASEAN-THL-Rayong  21150 Thailand-267/373 Sukhumvit Road Map Ta Phut, Muang Rayong District-LB_U310","LB_U310","LE_PS0066","BU_OGTBMS"
"RF_501201","501201","ASEAN-TH-BAKER-LB_5012","LB_5012","LE_BH1030","BU_OGDRIL"
"RF_501A01","501A01","ASEAN-TH-BAKER-LB_501A","LB_501A","LE_BH5010","BU_OGOFSV"
"RF_543101","543101","ASEAN-TH-BAKER-LB_5431","LB_5431","LE_BH5430","BU_OGDRIL"
"RF_543A01","543A01","ASEAN-TH-BAKER-LB_543A","LB_543A","LE_BH5430","BU_OGOFSV"
"RF_543D01","543D01","ASEAN-TH-BAKER-LB_543D","LB_543D","LE_BH5430","BU_OGMEAS"
"RF_543H01","543H01","ASEAN-TH-BAKER-Bangkok-GPF Witthayu Tower B 8th Floor_543H","LB_543H","LE_BH5430","BU_OGHQTR"
"RF_551801","551801","ASEAN-TH-BAKER-LB_5518","LB_5518","LE_BH5515","BU_OGDRIL"
"RF_710001","710001","ASEAN-VT-Hanoi-01-colo_ME_LB_B298","LB_7100","LE_MS0075","BU_OGMEAS"
"RF_M15001","M15001","ASEAN-VT-Hanoi-01-colo_ME_LB_B298","LB_M150","LE_MS0075","BU_OGMEAS"
"RF_S06601","S06601","ASEAN-VT-HoChiMinh-01-colo_ME_LB_DPO62","LB_S066","LE_MS0075","BU_OGSUBS"
"RF_S10501","S10501","ASEAN-VT-HoChiMinh-01-colo_ME_LB_DPX62","LB_S105","LE_BR2090","BU_OGSUBS"
"RF_S10601","S10601","ASEAN-VT-HoChiMinh-01-colo_ME_LB_DPE62","LB_S106","LE_BR2112","BU_OGSUBS"
"RF_H20401","H20401","ASEAN-VT-HoChiMinh-02-colo_ME_LB_HQVN","LB_H204","LE_MS0075","BU_OGHQTR"
"RF_T14201","T14201","ASEAN-VT-HoChiMinh-02-colo_ME_LB_INVN1","LB_T142","LE_MS0075","BU_OGTBMS"
"RF_503501","503501","ASEAN-VN-BAKER-LB_5035","LB_5035","LE_BH5035","BU_OGDRIL"
"RF_503A01","503A01","ASEAN-VN-BAKER-LB_503A","LB_503A","LE_BH5035","BU_OGOFSV"
"RF_540601","540601","ASEAN-VN-BAKER-LB_5406","LB_5406","LE_BH5405","BU_OGDRIL"
"RF_540A01","540A01","ASEAN-VN-BAKER-LB_540A","LB_540A","LE_BH5405","BU_OGOFSV"
"RF_545501","545501","ASEAN-VN-BAKER-LB_5455","LB_5455","LE_BH5455","BU_OGDRIL"
"RF_550501","550501","ASEAN-VN-BAKER-LB_5505","LB_5505","LE_BH5505","BU_OGDRIL"
"RF_550601","550601","ASEAN-VN-BAKER-LB_5506","LB_5506","LE_BH5500","BU_OGDRIL"
"RF_550A01","550A01","ASEAN-VN-BAKER-LB_550A","LB_550A","LE_BH5505","BU_OGOFSV"
"RF_550D01","550D01","ASEAN-VN-BAKER-LB_550D","LB_550D","LE_BH5505","BU_OGMEAS"
"RF_550H01","550H01","ASEAN-VN-BAKER-Ho Chi Minh-C/O Itaxa office Building, 3rd Floor_550H","LB_550H","LE_BH5505","BU_OGHQTR"
"RF_550Q01","550Q01","ASEAN-VN-BAKER-Vung Tau City-No. 65A, 30-4 Street_550Q","LB_550Q","LE_BH5500","BU_OGHQTR"
"RF_704A02","704A02","ASEAN-VN-BAKER-LB_704A","LB_704A","LE_BH4160","BU_OGOFSV"
"RF_H07119","H07119","ASEAN-BN-Bandar Seri Begawan-E&Y Darussalam-Rm 308B 3rd Flr-Wisma Jaya, Jalan Pemancha-BS8811-BR2075-H071","LB_H071","LE_I10234","BU_OGHQTR"
"RF_M02519","M02519","ASEAN-BN-Bandar Seri Begawan-E&Y Darussalam-Rm 308B 3rd Flr-Wisma Jaya, Jalan Pemancha-BS8811-BR2075-M025","LB_M025","LE_I10234","BU_OGMEAS"
"RF_M43519","M43519","ASEAN-BN-Bandar Seri Begawan-E&Y Darussalam-Rm 308B 3rd Flr-Wisma Jaya, Jalan Pemancha-BS8811-BR2075-M435","LB_M435","LE_I10234","BU_OGMEAS"
"RF_R33619","R33619","ASEAN-BN-Bandar Seri Begawan-E&Y Darussalam-Rm 308B 3rd Flr-Wisma Jaya, Jalan Pemancha-BS8811-BR2075-R336","LB_R336","LE_I10234","BU_OGSUBS"
"RF_S11519","S11519","ASEAN-BN-Bandar Seri Begawan-E&Y Darussalam-Rm 308B 3rd Flr-Wisma Jaya, Jalan Pemancha-BS8811-BR2075-S115","LB_S115","LE_I10234","BU_OGSUBS"
"RF_T06419","T06419","ASEAN-BN-Bandar Seri Begawan-E&Y Darussalam-Rm 308B 3rd Flr-Wisma Jaya, Jalan Pemancha-BS8811-BR2075-T064","LB_T064","LE_I10234","BU_OGTBMS"
"RF_U05819","U05819","ASEAN-BN-Bandar Seri Begawan-01-Brunei Branch-LE_BR2075-LB_U058","LB_U058","LE_I10234","BU_OGTBMS"
"RF_503201","503201","ASEAN-BN-BAKER-LB_5032","LB_5032","LE_BH5030","BU_OGDRIL"
"RF_529001","529001","ASEAN-BN-BAKER-LB_5290","LB_5290","LE_BH9108","BU_OGDRIL"
"RF_529A01","529A01","ASEAN-BN-BAKER-LB_529A","LB_529A","LE_BH2125","BU_OGOFSV"
"RF_529D01","529D01","ASEAN-BN-BAKER-LB_529D","LB_529D","LE_BH9108","BU_OGMEAS"
"RF_529H01","529H01","ASEAN-BN-BAKER-Kuala Belait-Tapak Perindustrian Pekan Belait_529H","LB_529H","LE_BH9108","BU_OGHQTR"
"RF_543501","543501","ASEAN-BN-BAKER-LB_5435","LB_5435","LE_BH5435","BU_OGDRIL"
"RF_543E01","543E01","ASEAN-BN-BAKER-LB_543E","LB_543E","LE_BH5435","BU_OGMEAS"
"RF_560501","560501","ASEAN-BN-BAKER-LB_5605","LB_5605","LE_BH5580","BU_OGDRIL"
"RF_549R01","549R01","ASEAN-MM-YANGON-Kabar Aye Pagoda Road, Myanmar Ctr Tower Level 1, Unit 8 1-3, 192 Bahan Township_549R","LB_549R","LE_BH9023","BU_OGSUBS"
"RF_R22101","R22101","CHINA-CN-Beijing-02_LE_OG1060","LB_R221","LE_OG1060","BU_OGDRIL"
"RF_T00101","T00101","CHINA-CN-Beijing-02_ME_LB_INCH1","LB_T001","LE_I00186","BU_OGTBMS"
"RF_H18201","H18201","CHINA-CN-Beijing-03-colo_LE_IF1793","LB_H182","LE_IF1793","BU_OGHQTR"
"RF_H18301","H18301","CHINA-CN-Beijing-03-colo_ME_LB_HCCN5","LB_H183","LE_IF1793","BU_OGHQTR"
"RF_M02401","M02401","CHINA-CN-Beijing-03-colo_LE_IF1793","LB_M024","LE_IF1793","BU_OGMEAS"
"RF_S07701","S07701","CHINA-CN-Beijing-03-colo_ME_LB_DPE61","LB_S077","LE_IF1793","BU_OGSUBS"
"RF_U12801","U12801","CHINA-CN-Beijing-03-colo_ME_LB_TSPCH","LB_U128","LE_IF1793","BU_OGTBMS"
"RF_U14401","U14401","CHINA-CN-Beijing-03-colo_ME_LB_ENCJV","LB_U144","LE_OG1066","BU_OGTBMS"
"RF_106F01","106F01","CHINA-CN-Beijing-Dongcheng Dist_106F","LB_106F","LE_BH5315","BU_OGDRIL"
"RF_107F01","107F01","CHINA-CN-Beijing-Dongcheng Dist_107F","LB_107F","LE_BH5315","BU_OGMEAS"
"RF_108F01","108F01","CHINA-CN-Beijing-Dongcheng Dist_108F","LB_108F","LE_BH5315","BU_OGHQTR"
"RF_112F01","112F01","CHINA-CN-Beijing-703A, Tower C_112F","LB_112F","LE_BH5425","BU_OGDRIL"
"RF_113F01","113F01","CHINA-CN-Beijing-703A, Tower C_113F","LB_113F","LE_BH5425","BU_OGMEAS"
"RF_M50001","M50001","CHINA-CN-Beijing-#1 Guanghua Road, Beijing, China_M500","LB_M500","LE_IF1793","BU_OGMEAS"
"RF_R14402","R14402","China-CN-Beijing-16 Guanghua Road, Fanghe Zhengyuan Industrial Park_R144","LB_R144","LE_IF1793","BU_OGDRIL"
"RF_R33201","R33201","CHINA-CN-Beijing-16 Guanghua Road, Fanghe Zhengyuan Industrial Park_R332","LB_R332","LE_IF1793","BU_OGDRIL"
"RF_R33301","R33301","CHINA-CN-Beijing-16 Guanghua Road, Fanghe Zhengyuan Industrial Park_R333","LB_R333","LE_IF1793","BU_OGSUBS"
"RF_711001","711001","CHINA-CN-Changzhou-02_ME_LB_SICZX:Shared-001","LB_7110","LE_ID1051","BU_OGMEAS"
"RF_M18401","M18401","CHINA-CN-Changzhou-02_ME_LB_NCA","LB_M184","LE_PS0488","BU_OGMEAS"
"RF_M20901","M20901","CHINA-CN-Changzhou-02_ME_LB_SICZX","LB_M209","LE_ID1051","BU_OGMEAS"
"RF_M22401","M22401","CHINA-CN-Changzhou-02_ME_LB_SIPEK","LB_M224","LE_IS0025","BU_OGMEAS"
"RF_T54601","T54601","CHINA-CN-Gaomi-ADDRESS TBD_LB_T546","LB_T546","LE_IF1826","BU_OGTBMS"
"RF_R14401","R14401","CHINA-CN-Hangzhou-02-colo_ME_LB_HCCN0","LB_R144","LE_IF1793","BU_OGDRIL"
"RF_T06402","T06402","CHINA-CN-Hangzhou-02-colo_ME_LB_DSBJ2","LB_T064","LE_I10234","BU_OGTBMS"
"RF_T14301","T14301","CHINA-CN-Hangzhou-02-colo_ME_LB_TMCN9","LB_T143","LE_IF1793","BU_OGTBMS"
"RF_T14401","T14401","CHINA-CN-Hangzhou-02-colo_ME_LB_CAM03","LB_T144","LE_IF1826","BU_OGTBMS"
"RF_714001","714001","CHINA-CN-Shanghai-01_ME_LB_SIPVG:Shared-001","LB_7140","LE_IS0096","BU_OGMEAS"
"RF_M22701","M22701","CHINA-CN-Shanghai-01_ME_LB_SIPVG","LB_M227","LE_IS0096","BU_OGMEAS"
"RF_H16101","H16101","CHINA-CN-Shanghai-02_ME_LB_DPH07","LB_H161","LE_IF1263","BU_OGHQTR"
"RF_H16401","H16401","CHINA-CN-Shanghai-02_ME_LB_DPF08","LB_H164","LE_IF1276","BU_OGHQTR"
"RF_R10901","R10901","CHINA-CN-Shanghai-Dong Wu Village, Xin Zhuang Town,  Minhang District, No. 29, Youdong Road_R109","LB_R109","LE_IF1263","BU_OGSUBS"
"RF_R11501","R11501","CHINA-CN-Shanghai-02_ME_LB_DPS08","LB_R115","LE_IF1276","BU_OGSUBS"
"RF_R18301","R18301","CHINA-CN-Shanghai-02_ME_LB_WDG32","LB_R183","LE_IF1826","BU_OGSUBS"
"RF_R68201","R68201","CHINA-CN-Shanghai-Dong Wu Village, Xin Zhuang Town,  Minhang Dist, No. 29, Youdong Rd_IF1263_R682","LB_R682","LE_IF1263","BU_OGDRIL"
"RF_S05901","S05901","CHINA-CN-Shanghai-02_ME_LB_DPX07","LB_S059","LE_IF1263","BU_OGSUBS"
"RF_S06201","S06201","CHINA-CN-Shanghai-02_ME_LB_DPB08","LB_S062","LE_IF1276","BU_OGSUBS"
"RF_M25801","M25801","CHINA-CN-Shanghai-03_ME_LB_DR461","LB_M258","LE_DRS461","BU_OGTBMS"
"RF_M25901","M25901","CHINA-CN-Shanghai-03_ME_LB_DR462","LB_M259","LE_DRS462","BU_OGTBMS"
"RF_M26001","M26001","CHINA-CN-Shanghai-03_ME_LB_DR581","LB_M260","LE_CP0111","BU_OGTBMS"
"RF_717001","717001","CHINA-CN-Shanghai-04_ME_LB_XHA:Shared-001","LB_7170","LE_PS0489","BU_OGMEAS"
"RF_H20501","H20501","CHINA-CN-Shanghai-04_ME_LB_ENCN1","LB_H205","LE_PS0252","BU_OGHQTR"
"RF_M14801","M14801","CHINA-CN-Shanghai-04_ME_LB_B287","LB_M148","LE_AP0025","BU_OGMEAS"
"RF_M23701","M23701","CHINA-CN-Shanghai-04_ME_LB_SPA","LB_M237","LE_PS0489","BU_OGMEAS"
"RF_M23801","M23801","CHINA-CN-Shanghai-04_ME_LB_XHA","LB_M238","LE_PS0489","BU_OGMEAS"
"RF_R01701","R01701","CHINA-CN-Shanghai-04_ME_LB_SX23","LB_R017","LE_AP0025","BU_OGDRIL"
"RF_T01801","T01801","CHINA-CN-Shanghai-04_ME_LB_PEGK1","LB_T018","LE_AP0025","BU_OGTBMS"
"RF_T01901","T01901","CHINA-CN-Shanghai-04_ME_LB_DSV01","LB_T019","LE_AP0025","BU_OGTBMS"
"RF_U01301","U01301","CHINA-CN-Shanghai-04_ME_LB_PPWE1","LB_U013","LE_AP0025","BU_OGTBMS"
"RF_U15901","U15901","CHINA-CN-Shanghai-04_ME_LB_CNCN1","LB_U159","LE_PS0252","BU_OGTBMS"
"RF_M28201","M28201","CHINA-CN-Shanghai-05_ME_LB_CN001","LB_M282","LE_IS0126","BU_OGMEAS"
"RF_E40301","E40301","CHINA-CN-Shangai-69 Xi Ya Road_E403","LB_E403","LE_IS0096","BU_OGCPHS"
"RF_S94001","S94001","CHINA-CN-Shanghai-69 Xi Ya Road_S940","LB_S940","LE_IS0096","BU_OGSUBS"
"RF_U65101","U65101","CHINA-CN-Shanghai-69 Xi Ya Road_U651","LB_U651","LE_IS0096","BU_OGTBMS"
"RF_H00101","H00101","CHINA-CN-Shanghai-08-colo_ME_LB_HQGEC","LB_H001","LE_I00186","BU_OGHQTR"
"RF_M14901","M14901","CHINA-CN-Shanghai-08-colo_ME_LB_B288","LB_M149","LE_I00186","BU_OGMEAS"
"RF_R00201","R00201","CHINA-CN-Shanghai-08-colo_ME_LB_WDG69","LB_R002","LE_I00186","BU_OGDRIL"
"RF_U00101","U00101","CHINA-CN-Shanghai-08-colo_ME_LB_NP15","LB_U001","LE_I00186","BU_OGTBMS"
"RF_R15601","R15601","CHINA-CN-Shenzhen-Chiwan Base H6-1 Warehouse, Zuo Pao Tai Road, Shekou_R156","LB_R156","LE_IF1804","BU_OGDRIL"
"RF_R28701","R28701","CHINA-CN-Shenzhen-03_ME_LB_WDG70","LB_R287","LE_OG1062","BU_OGDRIL"
"RF_U15201","U15201","CHINA-CN-Shenzhen-03_ME_LB_WDG70","LB_U152","LE_OG1062","BU_OGTBMS"
"RF_R18302","R18302","CHINA-CN-SUZHOU-58 JIN JIANG LU-WUZHONG-LB_R183","LB_R183","LE_IF1826","BU_OGSUBS"
"RF_M03901","M03901","CHINA-CN-Suzhou-02_ME_LB_DR003","LB_M039","LE_DRS003","BU_OGTBMS"
"RF_M06901","M06901","CHINA-CN-Suzhou-03-81 Suhong Zhong Road_LB_M069","LB_M069","LE_DRS360","BU_OGTBMS"
"RF_M07001","M07001","CHINA-CN-Suzhou-03-81 Suhong Zhong Road_LB_M070","LB_M070","LE_DRS360","BU_OGTBMS"
"RF_M07101","M07101","CHINA-CN-Suzhou-03-81 Suhong Zhong Road_LB_M071","LB_M071","LE_DRS360","BU_OGTBMS"
"RF_YSW701","YSW701","CHINA-CN-Suzhou-03-81 Suhong Zhong Road_LB_Suhong Industrial Park_YSW7","LB_YSW7","LE_DRS360","BU_OGTBMS"
"RF_R28702","R28702","CHINA-CN-Tianjin 1-Baodi District, Inside Shiqiao Industrial Park, Kaiyuan Road_R287","LB_R287","LE_OG1062","BU_OGDRIL"
"RF_R16905","R16905","CHINA-CN-TianJin 2-1469 Bohai 26th Rd, Harbour Economic Zone Wkshp 1, Tanggu_R169","LB_R169","LE_IF1815","BU_OGDRIL"
"RF_R33401","R33401","CHINA-CN-TianJin 2-No 1469 Bohai 26th Road, Harbour Economic Zone Wrkshp 1 Tanggu_R334","LB_R334","LE_IF1793","BU_OGDRIL"
"RF_S18301","S18301","CHINA-CN-Gaomi-Himile Industrial Park Kangcheng North Street-LB_S183","LB_S183","LE_IF1826","BU_OGSUBS"
"RF_110F01","110F01","CHINA-CN-Suzhou-EPZ B Suzhou Industrial Park_110F","LB_110F","LE_BH3190","BU_OGDRIL"
"RF_526601","526601","CHINA-CN-BAKER-LB_5266","LB_5266","LE_BH5265","BU_OGDRIL"
"RF_526A01","526A01","CHINA-CN-BAKER-LB_526A","LB_526A","LE_BH5265","BU_OGOFSV"
"RF_531801","531801","CHINA-CN-BAKER-LB_5318","LB_5318","LE_BH5315","BU_OGDRIL"
"RF_531A01","531A01","CHINA-CN-BAKER-LB_531A","LB_531A","LE_BH5315","BU_OGOFSV"
"RF_531D01","531D01","CHINA-CN-BAKER-LB_531D","LB_531D","LE_BH5315","BU_OGMEAS"
"RF_531H01","531H01","CHINA-CN-BAKER-Beijing-DONGCHENG DIST_531H","LB_531H","LE_BH5315","BU_OGHQTR"
"RF_537001","537001","CHINA-CN-BAKER-LB_5370","LB_5370","LE_BH3190","BU_OGDRIL"
"RF_540201","540201","CHINA-CN-BAKER-LB_5402","LB_5402","LE_BH5400","BU_OGDRIL"
"RF_542501","542501","CHINA-CN-BAKER-LB_5425","LB_5425","LE_BH5425","BU_OGDRIL"
